ar,ar_smoothed,eps,index
0.208261,0.137105,1,24209
0.208252,0.134362,1,24210
0.208244,0.131675,1,24211
0.208235,0.129042,1,24212
0.208227,0.126461,1,24213
0.208218,0.123932,1,24214
0.208251,0.141453,1,24215
0.208242,0.138624,1,24216
0.208234,0.135851,1,24217
0.208225,0.133134,1,24218
0.208216,0.130472,1,24219
0.208208,0.127862,1,24220
0.20824,0.145305,1,24221
0.208232,0.142399,1,24222
0.208223,0.139551,1,24223
0.208215,0.13676,1,24224
0.208206,0.134025,1,24225
0.208197,0.131344,1,24226
0.208189,0.128717,1,24227
0.20818,0.126143,1,24228
0.208172,0.12362,1,24229
0.208163,0.121148,1,24230
0.208155,0.118725,1,24231
0.208146,0.11635,1,24232
0.208137,0.114023,1,24233
0.20817,0.131743,1,24234
0.208161,0.129108,1,24235
0.208194,0.146526,1,24236
0.208185,0.143595,1,24237
0.208177,0.140723,1,24238
0.20821,0.157909,1,24239
0.208201,0.154751,1,24240
0.208192,0.151656,1,24241
0.208184,0.148623,1,24242
0.208175,0.14565,1,24243
0.208167,0.142737,1,24244
0.208158,0.139882,1,24245
0.208191,0.157085,1,24246
0.208182,0.153943,1,24247
0.208174,0.150864,1,24248
0.208165,0.147847,1,24249
0.208198,0.16489,1,24250
0.208189,0.161592,1,24251
0.20818,0.15836,1,24252
0.208213,0.175193,1,24253
0.208246,0.191689,1,24254
0.208237,0.187856,1,24255
0.208229,0.184098,1,24256
0.20822,0.180416,1,24257
0.208211,0.176808,1,24258
0.208203,0.173272,1,24259
0.208194,0.169807,1,24260
0.208186,0.16641,1,24261
0.208218,0.183082,1,24262
0.20821,0.179421,1,24263
0.208201,0.175832,1,24264
0.208193,0.172315,1,24265
0.208184,0.168869,1,24266
0.208217,0.185492,1,24267
0.208208,0.181782,1,24268
0.208199,0.178146,1,24269
0.208232,0.194583,1,24270
0.208223,0.190692,1,24271
0.208256,0.206878,1,24272
0.208289,0.22274,1,24273
0.20828,0.218286,1,24274
0.208313,0.23392,1,24275
0.208304,0.229241,1,24276
0.208296,0.224657,1,24277
0.208287,0.220163,1,24278
0.208278,0.21576,1,24279
0.20827,0.211445,1,24280
0.208261,0.207216,1,24281
0.208253,0.203072,1,24282
0.208244,0.19901,1,24283
0.208236,0.19503,1,24284
0.208227,0.19113,1,24285
0.208218,0.187307,1,24286
0.20821,0.183561,1,24287
0.208201,0.17989,1,24288
0.208193,0.176292,1,24289
0.208225,0.192766,1,24290
0.208217,0.188911,1,24291
0.208208,0.185132,1,24292
0.2082,0.18143,1,24293
0.208191,0.177801,1,24294
0.208182,0.174245,1,24295
0.208174,0.17076,1,24296
0.208206,0.187345,1,24297
0.208198,0.183598,1,24298
0.208189,0.179926,1,24299
0.208181,0.176328,1,24300
0.208213,0.192801,1,24301
0.208205,0.188945,1,24302
0.208237,0.205166,1,24303
0.208229,0.201063,1,24304
0.208261,0.217042,1,24305
0.208294,0.232701,1,24306
0.208285,0.228047,1,24307
0.208318,0.243486,1,24308
0.208309,0.238616,1,24309
0.208342,0.253844,1,24310
0.208333,0.248767,1,24311
0.208325,0.243792,1,24312
0.208316,0.238916,1,24313
0.208308,0.234137,1,24314
0.208299,0.229455,1,24315
0.20829,0.224866,1,24316
0.208282,0.220368,1,24317
0.208273,0.215961,1,24318
0.208265,0.211642,1,24319
0.208256,0.207409,1,24320
0.208248,0.203261,1,24321
0.208239,0.199195,1,24322
0.208272,0.215212,1,24323
0.208304,0.230907,1,24324
0.208337,0.246289,1,24325
0.208328,0.241363,1,24326
0.208361,0.256536,1,24327
0.208352,0.251405,1,24328
0.208344,0.246377,1,24329
0.208376,0.26145,1,24330
0.208409,0.276221,1,24331
0.2084,0.270696,1,24332
0.208433,0.285282,1,24333
0.208424,0.279577,1,24334
0.208416,0.273985,1,24335
0.208448,0.288506,1,24336
0.208439,0.282735,1,24337
0.208431,0.277081,1,24338
0.208422,0.271539,1,24339
0.208414,0.266108,1,24340
0.208405,0.260786,1,24341
0.208438,0.27557,1,24342
0.20847,0.290059,1,24343
0.208462,0.284258,1,24344
0.208453,0.278573,1,24345
0.208486,0.293001,1,24346
0.208477,0.287141,1,24347
0.208469,0.281398,1,24348
0.208501,0.29577,1,24349
0.208492,0.289855,1,24350
0.208525,0.304058,1,24351
0.208557,0.317977,1,24352
0.208549,0.311617,1,24353
0.20854,0.305385,1,24354
0.208573,0.319277,1,24355
0.208605,0.332892,1,24356
0.208597,0.326234,1,24357
0.208629,0.339709,1,24358
0.208621,0.332915,1,24359
0.208612,0.326257,1,24360
0.208604,0.319731,1,24361
0.208636,0.333337,1,24362
0.208627,0.32667,1,24363
0.208619,0.320137,1,24364
0.20861,0.313734,1,24365
0.208602,0.307459,1,24366
0.208593,0.30131,1,24367
0.208585,0.295284,1,24368
0.208617,0.309378,1,24369
0.208609,0.303191,1,24370
0.2086,0.297127,1,24371
0.208591,0.291184,1,24372
0.208583,0.285361,1,24373
0.208574,0.279653,1,24374
0.208566,0.27406,1,24375
0.208557,0.268579,1,24376
0.20859,0.283208,1,24377
0.208581,0.277543,1,24378
0.208614,0.291993,1,24379
0.208605,0.286153,1,24380
0.208638,0.30043,1,24381
0.208629,0.294421,1,24382
0.20862,0.288533,1,24383
0.208612,0.282762,1,24384
0.208603,0.277107,1,24385
0.208595,0.271565,1,24386
0.208586,0.266133,1,24387
0.208578,0.260811,1,24388
0.208569,0.255594,1,24389
0.208561,0.250483,1,24390
0.208552,0.245473,1,24391
0.208543,0.240563,1,24392
0.208535,0.235752,1,24393
0.208567,0.251037,1,24394
0.208559,0.246016,1,24395
0.20855,0.241096,1,24396
0.208542,0.236274,1,24397
0.208574,0.251549,1,24398
0.208607,0.266518,1,24399
0.208598,0.261187,1,24400
0.208589,0.255964,1,24401
0.208581,0.250844,1,24402
0.208572,0.245827,1,24403
0.208564,0.240911,1,24404
0.208555,0.236093,1,24405
0.208547,0.231371,1,24406
0.208538,0.226743,1,24407
0.208571,0.242209,1,24408
0.208603,0.257364,1,24409
0.208594,0.252217,1,24410
0.208586,0.247173,1,24411
0.208577,0.242229,1,24412
0.20861,0.257385,1,24413
0.208601,0.252237,1,24414
0.208593,0.247192,1,24415
0.208584,0.242248,1,24416
0.208576,0.237403,1,24417
0.208567,0.232655,1,24418
0.2086,0.248002,1,24419
0.208591,0.243042,1,24420
0.208582,0.238181,1,24421
0.208574,0.233418,1,24422
0.208565,0.228749,1,24423
0.208557,0.224174,1,24424
0.208548,0.219691,1,24425
0.20854,0.215297,1,24426
0.208531,0.210991,1,24427
0.208564,0.226771,1,24428
0.208596,0.242236,1,24429
0.208587,0.237391,1,24430
0.208579,0.232643,1,24431
0.20857,0.22799,1,24432
0.208562,0.223431,1,24433
0.208553,0.218962,1,24434
0.208545,0.214583,1,24435
0.208536,0.210291,1,24436
0.208528,0.206085,1,24437
0.208519,0.201964,1,24438
0.208511,0.197924,1,24439
0.208502,0.193966,1,24440
0.208494,0.190087,1,24441
0.208485,0.186285,1,24442
0.208477,0.182559,1,24443
0.208468,0.178908,1,24444
0.208459,0.17533,1,24445
0.208451,0.171823,1,24446
0.208442,0.168387,1,24447
0.208434,0.165019,1,24448
0.208425,0.161719,1,24449
0.208417,0.158484,1,24450
0.208449,0.175315,1,24451
0.208441,0.171808,1,24452
0.208432,0.168372,1,24453
0.208424,0.165005,1,24454
0.208415,0.161705,1,24455
0.208407,0.15847,1,24456
0.208398,0.155301,1,24457
0.20839,0.152195,1,24458
0.208381,0.149151,1,24459
0.208373,0.146168,1,24460
0.208364,0.143245,1,24461
0.208355,0.14038,1,24462
0.208347,0.137572,1,24463
0.208338,0.134821,1,24464
0.20833,0.132124,1,24465
0.208362,0.149482,1,24466
0.208354,0.146492,1,24467
0.208345,0.143562,1,24468
0.208337,0.140691,1,24469
0.208328,0.137877,1,24470
0.20832,0.13512,1,24471
0.208311,0.132417,1,24472
0.208303,0.129769,1,24473
0.208294,0.127174,1,24474
0.208286,0.12463,1,24475
0.208318,0.142138,1,24476
0.20835,0.159295,1,24477
0.208342,0.156109,1,24478
0.208333,0.152987,1,24479
0.208325,0.149927,1,24480
0.208357,0.166929,1,24481
0.208349,0.16359,1,24482
0.20834,0.160318,1,24483
0.208332,0.157112,1,24484
0.208323,0.15397,1,24485
0.208315,0.15089,1,24486
0.208347,0.167872,1,24487
0.208338,0.164515,1,24488
0.20833,0.161225,1,24489
0.208321,0.158,1,24490
0.208354,0.17484,1,24491
0.208345,0.171343,1,24492
0.208337,0.167916,1,24493
0.208328,0.164558,1,24494
0.20832,0.161267,1,24495
0.208311,0.158042,1,24496
0.208344,0.174881,1,24497
0.208335,0.171383,1,24498
0.208327,0.167955,1,24499
0.208318,0.164596,1,24500
0.20831,0.161304,1,24501
0.208301,0.158078,1,24502
0.208293,0.154917,1,24503
0.208284,0.151818,1,24504
0.208276,0.148782,1,24505
0.208267,0.145806,1,24506
0.208259,0.14289,1,24507
0.20825,0.140033,1,24508
0.208242,0.137232,1,24509
0.208233,0.134487,1,24510
0.208225,0.131797,1,24511
0.208216,0.129162,1,24512
0.208208,0.126578,1,24513
0.208199,0.124047,1,24514
0.208191,0.121566,1,24515
0.208182,0.119134,1,24516
0.208174,0.116752,1,24517
0.208165,0.114417,1,24518
0.208157,0.112128,1,24519
0.208148,0.109886,1,24520
0.20818,0.127688,1,24521
0.208172,0.125134,1,24522
0.208163,0.122632,1,24523
0.208155,0.120179,1,24524
0.208146,0.117775,1,24525
0.208138,0.11542,1,24526
0.208129,0.113112,1,24527
0.208162,0.130849,1,24528
0.208194,0.148232,1,24529
0.208226,0.165268,1,24530
0.208259,0.181962,1,24531
0.20825,0.178323,1,24532
0.208242,0.174757,1,24533
0.208233,0.171262,1,24534
0.208225,0.167836,1,24535
0.208216,0.16448,1,24536
0.208248,0.18119,1,24537
0.20824,0.177566,1,24538
0.208231,0.174015,1,24539
0.208223,0.170535,1,24540
0.208214,0.167124,1,24541
0.208206,0.163781,1,24542
0.208198,0.160506,1,24543
0.208189,0.157296,1,24544
0.208221,0.17415,1,24545
0.208213,0.170667,1,24546
0.208204,0.167253,1,24547
0.208196,0.163908,1,24548
0.208187,0.16063,1,24549
0.208179,0.157418,1,24550
0.20817,0.154269,1,24551
0.208162,0.151184,1,24552
0.208153,0.14816,1,24553
0.208145,0.145197,1,24554
0.208137,0.142293,1,24555
0.208128,0.139447,1,24556
0.20812,0.136658,1,24557
0.208111,0.133925,1,24558
0.208103,0.131247,1,24559
0.208094,0.128622,1,24560
0.208086,0.126049,1,24561
0.208077,0.123528,1,24562
0.208109,0.141058,1,24563
0.208101,0.138236,1,24564
0.208133,0.155472,1,24565
0.208125,0.152362,1,24566
0.208116,0.149315,1,24567
0.208108,0.146329,1,24568
0.208099,0.143402,1,24569
0.208091,0.140534,1,24570
0.208082,0.137723,1,24571
0.208074,0.134969,1,24572
0.208065,0.13227,1,24573
0.208057,0.129624,1,24574
0.208049,0.127032,1,24575
0.20804,0.124491,1,24576
0.208072,0.142001,1,24577
0.208064,0.139161,1,24578
0.208055,0.136378,1,24579
0.208088,0.15365,1,24580
0.208079,0.150577,1,24581
0.208071,0.147566,1,24582
0.208062,0.144615,1,24583
0.208054,0.141722,1,24584
0.208045,0.138888,1,24585
0.208037,0.13611,1,24586
0.208069,0.153388,1,24587
0.208061,0.15032,1,24588
0.208093,0.167314,1,24589
0.208125,0.183967,1,24590
0.208116,0.180288,1,24591
0.208108,0.176682,1,24592
0.2081,0.173149,1,24593
0.208091,0.169686,1,24594
0.208083,0.166292,1,24595
0.208074,0.162966,1,24596
0.208066,0.159707,1,24597
0.208098,0.176513,1,24598
0.208089,0.172982,1,24599
0.208081,0.169523,1,24600
0.208073,0.166132,1,24601
0.208064,0.16281,1,24602
0.208056,0.159554,1,24603
0.208088,0.176362,1,24604
0.208079,0.172835,1,24605
0.208112,0.189378,1,24606
0.208103,0.185591,1,24607
0.208095,0.181879,1,24608
0.208086,0.178242,1,24609
0.208118,0.194677,1,24610
0.20815,0.210783,1,24611
0.208183,0.226567,1,24612
0.208174,0.222036,1,24613
0.208166,0.217595,1,24614
0.208198,0.233244,1,24615
0.20823,0.248579,1,24616
0.208222,0.243607,1,24617
0.208213,0.238735,1,24618
0.208205,0.23396,1,24619
0.208196,0.229281,1,24620
0.208188,0.224695,1,24621
0.20822,0.240201,1,24622
0.208212,0.235397,1,24623
0.208244,0.25069,1,24624
0.208235,0.245676,1,24625
0.208267,0.260762,1,24626
0.208259,0.255547,1,24627
0.20825,0.250436,1,24628
0.208242,0.245427,1,24629
0.208274,0.260519,1,24630
0.208266,0.255308,1,24631
0.208257,0.250202,1,24632
0.208249,0.245198,1,24633
0.208281,0.260294,1,24634
0.208272,0.255088,1,24635
0.208305,0.269987,1,24636
0.208296,0.264587,1,24637
0.208288,0.259295,1,24638
0.208279,0.254109,1,24639
0.208311,0.269027,1,24640
0.208303,0.263646,1,24641
0.208294,0.258374,1,24642
0.208286,0.253206,1,24643
0.208278,0.248142,1,24644
0.208269,0.243179,1,24645
0.208261,0.238316,1,24646
0.208252,0.233549,1,24647
0.208284,0.248878,1,24648
0.208276,0.243901,1,24649
0.208267,0.239023,1,24650
0.208259,0.234242,1,24651
0.208251,0.229557,1,24652
0.208242,0.224966,1,24653
0.208234,0.220467,1,24654
0.208225,0.216058,1,24655
0.208217,0.211736,1,24656
0.208208,0.207502,1,24657
0.20824,0.223352,1,24658
0.208232,0.218885,1,24659
0.208224,0.214507,1,24660
0.208215,0.210217,1,24661
0.208247,0.226012,1,24662
0.208239,0.221492,1,24663
0.20823,0.217062,1,24664
0.208222,0.212721,1,24665
0.208213,0.208467,1,24666
0.208205,0.204297,1,24667
0.208197,0.200211,1,24668
0.208188,0.196207,1,24669
0.20818,0.192283,1,24670
0.208171,0.188437,1,24671
0.208163,0.184669,1,24672
0.208154,0.180975,1,24673
0.208146,0.177356,1,24674
0.208137,0.173809,1,24675
0.208129,0.170332,1,24676
0.208121,0.166926,1,24677
0.208112,0.163587,1,24678
0.208104,0.160316,1,24679
0.208095,0.157109,1,24680
0.208087,0.153967,1,24681
0.208078,0.150888,1,24682
0.20807,0.14787,1,24683
0.208062,0.144913,1,24684
0.208053,0.142014,1,24685
0.208045,0.139174,1,24686
0.208077,0.156391,1,24687
0.208068,0.153263,1,24688
0.20806,0.150197,1,24689
0.208052,0.147194,1,24690
0.208043,0.14425,1,24691
0.208075,0.161365,1,24692
0.208067,0.158137,1,24693
0.208058,0.154975,1,24694
0.20805,0.151875,1,24695
0.208041,0.148838,1,24696
0.208033,0.145861,1,24697
0.208025,0.142944,1,24698
0.208016,0.140085,1,24699
0.208008,0.137283,1,24700
0.207999,0.134537,1,24701
0.207991,0.131847,1,24702
0.207983,0.12921,1,24703
0.207974,0.126626,1,24704
0.207966,0.124093,1,24705
0.207957,0.121611,1,24706
0.207949,0.119179,1,24707
0.20794,0.116795,1,24708
0.207932,0.114459,1,24709
0.207924,0.11217,1,24710
0.207915,0.109927,1,24711
0.207907,0.107728,1,24712
0.207898,0.105574,1,24713
0.20789,0.103462,1,24714
0.207882,0.101393,1,24715
0.207873,0.0993652,1,24716
0.207865,0.0973779,1,24717
0.207856,0.0954303,1,24718
0.207848,0.0935217,1,24719
0.207839,0.0916513,1,24720
0.207831,0.0898183,1,24721
0.207823,0.0880219,1,24722
0.207814,0.0862615,1,24723
0.207806,0.0845362,1,24724
0.207797,0.0828455,1,24725
0.207789,0.0811886,1,24726
0.207781,0.0795648,1,24727
0.207772,0.0779735,1,24728
0.207764,0.076414,1,24729
0.207755,0.0748858,1,24730
0.207747,0.0733881,1,24731
0.207739,0.0719203,1,24732
0.207771,0.0904819,1,24733
0.207803,0.108672,1,24734
0.207794,0.106499,1,24735
0.207786,0.104369,1,24736
0.207818,0.122281,1,24737
0.20785,0.139836,1,24738
0.207842,0.137039,1,24739
0.207833,0.134298,1,24740
0.207865,0.151612,1,24741
0.207857,0.14858,1,24742
0.207848,0.145609,1,24743
0.20788,0.162696,1,24744
0.207872,0.159442,1,24745
0.207864,0.156254,1,24746
0.207855,0.153128,1,24747
0.207847,0.150066,1,24748
0.207838,0.147065,1,24749
0.20783,0.144123,1,24750
0.207862,0.161241,1,24751
0.207854,0.158016,1,24752
0.207845,0.154856,1,24753
0.207877,0.171759,1,24754
0.207869,0.168323,1,24755
0.207901,0.184957,1,24756
0.207892,0.181258,1,24757
0.207884,0.177633,1,24758
0.207916,0.19408,1,24759
0.207908,0.190198,1,24760
0.207899,0.186394,1,24761
0.207891,0.182667,1,24762
0.207882,0.179013,1,24763
0.207874,0.175433,1,24764
0.207866,0.171924,1,24765
0.207857,0.168486,1,24766
0.207849,0.165116,1,24767
0.20784,0.161814,1,24768
0.207832,0.158577,1,24769
0.207824,0.155406,1,24770
0.207815,0.152298,1,24771
0.207807,0.149252,1,24772
0.207839,0.166267,1,24773
0.20783,0.162941,1,24774
0.207822,0.159683,1,24775
0.207814,0.156489,1,24776
0.207805,0.153359,1,24777
0.207797,0.150292,1,24778
0.207789,0.147286,1,24779
0.207821,0.16434,1,24780
0.207812,0.161054,1,24781
0.207804,0.157833,1,24782
0.207795,0.154676,1,24783
0.207787,0.151582,1,24784
0.207779,0.148551,1,24785
0.207811,0.16558,1,24786
0.207843,0.182268,1,24787
0.207834,0.178623,1,24788
0.207866,0.19505,1,24789
0.207858,0.191149,1,24790
0.207849,0.187326,1,24791
0.207841,0.18358,1,24792
0.207873,0.199908,1,24793
0.207864,0.19591,1,24794
0.207856,0.191992,1,24795
0.207848,0.188152,1,24796
0.207839,0.184389,1,24797
0.207831,0.180701,1,24798
0.207863,0.197087,1,24799
0.207855,0.193145,1,24800
0.207846,0.189283,1,24801
0.207838,0.185497,1,24802
0.207829,0.181787,1,24803
0.207861,0.198151,1,24804
0.207853,0.194188,1,24805
0.207885,0.210304,1,24806
0.207876,0.206098,1,24807
0.207868,0.201976,1,24808
0.20786,0.197937,1,24809
0.207851,0.193978,1,24810
0.207843,0.190099,1,24811
0.207835,0.186297,1,24812
0.207867,0.202571,1,24813
0.207898,0.218519,1,24814
0.20789,0.214149,1,24815
0.207922,0.229866,1,24816
0.207954,0.245269,1,24817
0.207986,0.260363,1,24818
0.207977,0.255156,1,24819
0.208009,0.270053,1,24820
0.208001,0.264652,1,24821
0.207993,0.259359,1,24822
0.207984,0.254172,1,24823
0.207976,0.249088,1,24824
0.208008,0.264106,1,24825
0.207999,0.258824,1,24826
0.207991,0.253648,1,24827
0.207983,0.248575,1,24828
0.207974,0.243603,1,24829
0.207966,0.238731,1,24830
0.207957,0.233957,1,24831
0.207949,0.229277,1,24832
0.207981,0.244692,1,24833
0.207973,0.239798,1,24834
0.208005,0.255002,1,24835
0.207996,0.249902,1,24836
0.207988,0.244904,1,24837
0.20802,0.260006,1,24838
0.208011,0.254806,1,24839
0.208043,0.26971,1,24840
0.208075,0.284316,1,24841
0.208107,0.298629,1,24842
0.208139,0.312657,1,24843
0.208171,0.326403,1,24844
0.208162,0.319875,1,24845
0.208154,0.313478,1,24846
0.208146,0.307208,1,24847
0.208177,0.321064,1,24848
0.208169,0.314643,1,24849
0.208161,0.30835,1,24850
0.208152,0.302183,1,24851
0.208184,0.316139,1,24852
0.208176,0.309817,1,24853
0.208167,0.30362,1,24854
0.208199,0.317548,1,24855
0.208191,0.311197,1,24856
0.208182,0.304973,1,24857
0.208174,0.298873,1,24858
0.208206,0.312896,1,24859
0.208198,0.306638,1,24860
0.208229,0.320505,1,24861
0.208221,0.314095,1,24862
0.208213,0.307813,1,24863
0.208204,0.301657,1,24864
0.208196,0.295624,1,24865
0.208188,0.289711,1,24866
0.208179,0.283917,1,24867
0.208171,0.278239,1,24868
0.208162,0.272674,1,24869
0.208154,0.267221,1,24870
0.208146,0.261876,1,24871
0.208137,0.256639,1,24872
0.208129,0.251506,1,24873
0.208161,0.266476,1,24874
0.208152,0.261146,1,24875
0.208184,0.275923,1,24876
0.208176,0.270405,1,24877
0.208168,0.264997,1,24878
0.208159,0.259697,1,24879
0.208151,0.254503,1,24880
0.208142,0.249413,1,24881
0.208174,0.264425,1,24882
0.208166,0.259136,1,24883
0.208158,0.253953,1,24884
0.208149,0.248874,1,24885
0.208181,0.263897,1,24886
0.208213,0.278619,1,24887
0.208204,0.273047,1,24888
0.208196,0.267586,1,24889
0.208188,0.262234,1,24890
0.20822,0.276989,1,24891
0.208211,0.271449,1,24892
0.208203,0.26602,1,24893
0.208194,0.2607,1,24894
0.208186,0.255486,1,24895
0.208178,0.250376,1,24896
0.208169,0.245369,1,24897
0.208161,0.240461,1,24898
0.208153,0.235652,1,24899
0.208144,0.230939,1,24900
0.208136,0.22632,1,24901
0.208128,0.221794,1,24902
0.208119,0.217358,1,24903
0.208111,0.213011,1,24904
0.208143,0.228751,1,24905
0.208134,0.224176,1,24906
0.208126,0.219692,1,24907
0.208118,0.215298,1,24908
0.208109,0.210992,1,24909
0.208101,0.206772,1,24910
0.208092,0.202637,1,24911
0.208084,0.198584,1,24912
0.208076,0.194613,1,24913
0.208108,0.21072,1,24914
0.208099,0.206506,1,24915
0.208091,0.202376,1,24916
0.208083,0.198328,1,24917
0.208074,0.194362,1,24918
0.208066,0.190475,1,24919
0.208098,0.206665,1,24920
0.208089,0.202532,1,24921
0.208121,0.218481,1,24922
0.208113,0.214111,1,24923
0.208144,0.229829,1,24924
0.208176,0.245233,1,24925
0.208168,0.240328,1,24926
0.2082,0.255521,1,24927
0.208191,0.250411,1,24928
0.208183,0.245403,1,24929
0.208175,0.240495,1,24930
0.208166,0.235685,1,24931
0.208158,0.230971,1,24932
0.20819,0.246352,1,24933
0.208181,0.241425,1,24934
0.208173,0.236596,1,24935
0.208165,0.231864,1,24936
0.208156,0.227227,1,24937
0.208148,0.222682,1,24938
0.20818,0.238229,1,24939
0.208211,0.253464,1,24940
0.208203,0.248395,1,24941
0.208195,0.243427,1,24942
0.208186,0.238558,1,24943
0.208218,0.253787,1,24944
0.20825,0.268712,1,24945
0.208282,0.283337,1,24946
0.208313,0.297671,1,24947
0.208305,0.291717,1,24948
0.208337,0.305883,1,24949
0.208328,0.299765,1,24950
0.20832,0.29377,1,24951
0.208312,0.287894,1,24952
0.208343,0.302137,1,24953
0.208375,0.316094,1,24954
0.208407,0.329772,1,24955
0.208398,0.323177,1,24956
0.20839,0.316713,1,24957
0.208382,0.310379,1,24958
0.208373,0.304171,1,24959
0.208365,0.298088,1,24960
0.208397,0.312126,1,24961
0.208388,0.305883,1,24962
0.20838,0.299766,1,24963
0.208372,0.29377,1,24964
0.208403,0.307895,1,24965
0.208395,0.301737,1,24966
0.208387,0.295702,1,24967
0.208378,0.289788,1,24968
0.20837,0.283993,1,24969
0.208402,0.298313,1,24970
0.208393,0.292347,1,24971
0.208385,0.2865,1,24972
0.208377,0.28077,1,24973
0.208408,0.295154,1,24974
0.2084,0.289251,1,24975
0.208392,0.283466,1,24976
0.208383,0.277797,1,24977
0.208375,0.272241,1,24978
0.208367,0.266796,1,24979
0.208358,0.26146,1,24980
0.20835,0.256231,1,24981
0.208342,0.251106,1,24982
0.208333,0.246084,1,24983
0.208325,0.241162,1,24984
0.208357,0.256339,1,24985
0.208348,0.251212,1,24986
0.20834,0.246188,1,24987
0.208332,0.241264,1,24988
0.208323,0.236439,1,24989
0.208315,0.23171,1,24990
0.208307,0.227076,1,24991
0.208298,0.222535,1,24992
0.20829,0.218084,1,24993
0.208322,0.233722,1,24994
0.208313,0.229048,1,24995
0.208305,0.224467,1,24996
0.208297,0.219978,1,24997
0.208288,0.215578,1,24998
0.20832,0.231266,1,24999
0.208312,0.226641,1,25000
0.208303,0.222108,1,25001
0.208295,0.217666,1,25002
0.208287,0.213313,1,25003
0.208278,0.209047,1,25004
0.20831,0.224866,1,25005
0.208302,0.220368,1,25006
0.208293,0.215961,1,25007
0.208285,0.211642,1,25008
0.208277,0.207409,1,25009
0.208268,0.203261,1,25010
0.20826,0.199195,1,25011
0.208292,0.215212,1,25012
0.208283,0.210907,1,25013
0.208275,0.206689,1,25014
0.208267,0.202555,1,25015
0.208298,0.218504,1,25016
0.20833,0.234134,1,25017
0.208322,0.229452,1,25018
0.208313,0.224862,1,25019
0.208305,0.220365,1,25020
0.208297,0.215958,1,25021
0.208328,0.231639,1,25022
0.20832,0.227006,1,25023
0.208352,0.242466,1,25024
0.208343,0.237617,1,25025
0.208335,0.232864,1,25026
0.208327,0.228207,1,25027
0.208318,0.223643,1,25028
0.20831,0.21917,1,25029
0.208302,0.214787,1,25030
0.208333,0.230491,1,25031
0.208325,0.225881,1,25032
0.208317,0.221363,1,25033
0.208308,0.216936,1,25034
0.2083,0.212597,1,25035
0.208332,0.228345,1,25036
0.208363,0.243779,1,25037
0.208355,0.238903,1,25038
0.208347,0.234125,1,25039
0.208338,0.229442,1,25040
0.20833,0.224854,1,25041
0.208322,0.220356,1,25042
0.208313,0.215949,1,25043
0.208305,0.21163,1,25044
0.208297,0.207398,1,25045
0.208288,0.20325,1,25046
0.20828,0.199185,1,25047
0.208272,0.195201,1,25048
0.208263,0.191297,1,25049
0.208255,0.187471,1,25050
0.208247,0.183722,1,25051
0.208239,0.180047,1,25052
0.20823,0.176446,1,25053
0.208222,0.172917,1,25054
0.208214,0.169459,1,25055
0.208205,0.16607,1,25056
0.208237,0.182748,1,25057
0.208229,0.179094,1,25058
0.20822,0.175512,1,25059
0.208212,0.172001,1,25060
0.208204,0.168561,1,25061
0.208195,0.16519,1,25062
0.208187,0.161886,1,25063
0.208179,0.158649,1,25064
0.20817,0.155476,1,25065
0.208162,0.152366,1,25066
0.208154,0.149319,1,25067
0.208146,0.146332,1,25068
0.208137,0.143406,1,25069
0.208129,0.140538,1,25070
0.208121,0.137727,1,25071
0.208112,0.134972,1,25072
0.208104,0.132273,1,25073
0.208136,0.149627,1,25074
0.208127,0.146635,1,25075
0.208119,0.143702,1,25076
0.208111,0.140828,1,25077
0.208102,0.138012,1,25078
0.208094,0.135251,1,25079
0.208086,0.132546,1,25080
0.208117,0.149895,1,25081
0.208109,0.146898,1,25082
0.208101,0.14396,1,25083
0.208092,0.14108,1,25084
0.208084,0.138259,1,25085
0.208116,0.155494,1,25086
0.208107,0.152384,1,25087
0.208099,0.149336,1,25088
0.208091,0.146349,1,25089
0.208083,0.143422,1,25090
0.208074,0.140554,1,25091
0.208066,0.137743,1,25092
0.208058,0.134988,1,25093
0.208049,0.132288,1,25094
0.208081,0.149642,1,25095
0.208073,0.14665,1,25096
0.208064,0.143717,1,25097
0.208056,0.140842,1,25098
0.208048,0.138025,1,25099
0.208079,0.155265,1,25100
0.208071,0.15216,1,25101
0.208063,0.149116,1,25102
0.208054,0.146134,1,25103
0.208086,0.163211,1,25104
0.208118,0.179947,1,25105
0.208109,0.176348,1,25106
0.208101,0.172821,1,25107
0.208093,0.169365,1,25108
0.208084,0.165978,1,25109
0.208076,0.162658,1,25110
0.208068,0.159405,1,25111
0.20806,0.156217,1,25112
0.208051,0.153092,1,25113
0.208043,0.150031,1,25114
0.208035,0.14703,1,25115
0.208026,0.144089,1,25116
0.208018,0.141208,1,25117
0.20801,0.138383,1,25118
0.208041,0.155616,1,25119
0.208073,0.172503,1,25120
0.208104,0.189053,1,25121
0.208136,0.205272,1,25122
0.208128,0.201167,1,25123
0.208159,0.217144,1,25124
0.208151,0.212801,1,25125
0.208143,0.208545,1,25126
0.208134,0.204374,1,25127
0.208126,0.200286,1,25128
0.208118,0.196281,1,25129
0.208149,0.212355,1,25130
0.208181,0.228108,1,25131
0.208173,0.223546,1,25132
0.208204,0.239075,1,25133
0.208196,0.234293,1,25134
0.208227,0.249607,1,25135
0.208219,0.244615,1,25136
0.208211,0.239723,1,25137
0.208242,0.254928,1,25138
0.208234,0.24983,1,25139
