date,C__sierra_leone,E__sierra_leone,I__sierra_leone,R__sierra_leone,cases__sierra_leone,S__sierra_leone,cases_obs__sierra_leone,ran_cases_obs__sierra_leone,index
2014-09-28,410.88,885.939,533.311,3636.86,601.844,6.34298e+06,343.784,338.6,23900
2014-07-13,110.298,238.817,149.663,157.704,162.254,6.34779e+06,88.8293,96.1316,23950
2014-07-20,125.228,270.325,164.307,326.101,183.04,6.34756e+06,100.209,110.055,23950
2014-07-27,141.305,304.254,184.134,513.401,207.128,6.34731e+06,113.396,109.846,23950
2014-08-03,159.08,342.322,207.104,723.81,233.378,6.34702e+06,127.768,135.68,23950
2014-08-10,179.008,385.164,233.036,960.533,262.655,6.34669e+06,143.796,145.108,23950
2014-08-17,201.415,433.366,262.213,1226.9,295.542,6.34633e+06,161.801,182.51,23950
2014-08-24,226.62,487.589,295.034,1526.61,332.531,6.34591e+06,182.051,175.871,23950
2014-08-31,254.971,548.579,331.953,1863.83,374.138,6.34545e+06,204.83,166.627,23950
2014-09-07,286.859,617.174,373.48,2243.24,420.938,6.34493e+06,230.451,213.406,23950
2014-09-14,322.723,694.318,420.187,2670.1,473.574,6.34434e+06,259.268,284.728,23950
2014-09-21,363.055,781.067,472.716,3150.35,532.77,6.34368e+06,291.675,283.281,23950
2014-09-28,408.407,878.608,531.788,3690.61,599.336,6.34294e+06,328.119,334.619,23950
2014-07-13,94.1147,205.232,126.947,133.481,137.716,6.34789e+06,88.1202,70.2792,24000
2014-07-20,108.11,234.941,140.626,276.932,157.13,6.34769e+06,100.543,83.6044,24000
2014-07-27,123.347,267.322,159.286,438.104,179.832,6.34746e+06,115.069,106.804,24000
2014-08-03,140.386,304.062,181.115,621.132,204.857,6.3472e+06,131.082,131.798,24000
2014-08-10,159.703,345.864,206.026,829.304,233.083,6.34691e+06,149.143,170.074,24000
2014-08-17,181.662,393.412,234.361,1066.11,265.14,6.34657e+06,169.655,185.113,24000
2014-08-24,206.635,447.487,266.585,1335.48,301.593,6.34619e+06,192.98,155.473,24000
2014-08-31,235.035,508.98,303.232,1641.88,343.048,6.34576e+06,219.506,198.331,24000
2014-09-07,267.329,578.902,344.905,1990.4,390.189,6.34527e+06,249.67,206.076,24000
2014-09-14,304.048,658.403,392.292,2386.8,443.793,6.34471e+06,283.97,270.589,24000
2014-09-21,345.797,748.788,446.173,2837.66,504.741,6.34407e+06,322.969,291.632,24000
2014-09-28,393.259,851.535,507.431,3350.44,574.033,6.34335e+06,367.306,299.162,24000
2014-07-13,60.9245,135.308,80.9116,84.5938,87.9243,6.34809e+06,67.3783,79.5368,24050
2014-07-20,72.1367,159.472,91.7704,177.065,103.33,6.34795e+06,79.1839,95.4987,24050
2014-07-27,84.6974,186.649,106.874,283.737,121.776,6.34779e+06,93.3198,95.7211,24050
2014-08-03,99.165,218.386,125.003,408.33,142.721,6.3476e+06,109.37,122.33,24050
2014-08-10,116.045,255.534,146.274,554.102,167.044,6.34738e+06,128.009,188.328,24050
2014-08-17,135.788,299.003,171.164,724.68,195.468,6.34712e+06,149.792,103.01,24050
2014-08-24,158.886,349.861,200.284,924.281,228.721,6.34682e+06,175.274,165.653,24050
2014-08-31,185.909,409.358,234.353,1157.84,267.624,6.34646e+06,205.086,198.611,24050
2014-09-07,217.522,478.959,274.209,1431.12,313.137,6.34605e+06,239.963,280.487,24050
2014-09-14,254.502,560.374,320.835,1750.87,366.378,6.34556e+06,280.763,298.499,24050
2014-09-21,297.757,655.6,375.376,2124.98,428.657,6.345e+06,328.489,298.46,24050
2014-09-28,348.349,766.971,439.171,2562.69,501.501,6.34433e+06,384.311,425.943,24050
2014-07-13,94.4714,205.193,127.852,134.595,138.648,6.34789e+06,84.3934,139.614,24100
2014-07-20,107.813,233.423,140.918,278.722,157.194,6.34769e+06,95.6819,103.082,24100
2014-07-27,122.25,263.985,158.668,439.743,178.771,6.34747e+06,108.815,119.577,24100
2014-08-03,138.293,298.445,179.319,621.497,202.405,6.34721e+06,123.201,156.187,24100
2014-08-10,156.367,337.415,202.745,826.966,228.895,6.34693e+06,139.325,92.6961,24100
2014-08-17,176.789,381.475,229.23,1059.28,258.797,6.3466e+06,157.526,149.893,24100
2014-08-24,199.872,431.278,259.168,1321.93,292.592,6.34624e+06,178.097,193.771,24100
2014-08-31,225.964,487.569,293.006,1618.88,330.791,6.34582e+06,201.349,314.957,24100
2014-09-07,255.453,551.189,331.254,1954.6,373.968,6.34536e+06,227.629,262.572,24100
2014-09-14,288.781,623.087,374.482,2334.14,422.765,6.34483e+06,257.332,128.606,24100
2014-09-21,326.445,704.333,423.336,2763.2,477.912,6.34423e+06,290.899,189.777,24100
2014-09-28,369.003,796.134,478.544,3248.22,540.23,6.34356e+06,328.831,283.674,24100
2014-07-13,120.639,264.175,162.153,170.281,175.976,6.34773e+06,80.3271,109.517,24150
2014-07-20,139.537,304.428,180.586,353.983,202.135,6.34747e+06,92.2676,92.1739,24150
2014-07-27,160.244,348.614,205.84,561.616,232.886,6.34717e+06,106.305,80.9153,24150
2014-08-03,183.555,399.073,235.555,798.913,267.011,6.34683e+06,121.881,91.6237,24150
2014-08-10,210.153,456.851,269.676,1070.55,305.755,6.34644e+06,139.566,144.267,24150
2014-08-17,240.583,522.99,308.736,1381.53,350.04,6.346e+06,159.781,166.383,24150
2014-08-24,275.41,598.686,353.44,1737.54,400.719,6.34548e+06,182.914,212.545,24150
2014-08-31,315.266,685.308,404.601,2145.1,458.718,6.3449e+06,209.389,163.36,24150
2014-09-07,360.874,784.425,463.149,2611.64,525.09,6.34423e+06,239.686,198.134,24150
2014-09-14,413.058,897.828,530.145,3145.68,601.037,6.34346e+06,274.352,209.312,24150
2014-09-21,472.761,1027.56,606.799,3756.96,687.929,6.34259e+06,314.016,295.865,24150
2014-09-28,541.056,1175.95,694.495,4456.59,787.335,6.34158e+06,359.391,348.161,24150
2014-07-13,108.622,238.284,145.78,153.003,158.233,6.3478e+06,83.5023,46.348,24200
2014-07-20,126.008,275.374,162.724,318.337,182.278,6.34757e+06,96.1911,125.989,24200
2014-07-27,145.113,316.212,185.982,505.689,210.61,6.3473e+06,111.142,124.848,24200
2014-08-03,166.682,362.982,213.417,720.394,242.141,6.34699e+06,127.782,108.409,24200
2014-08-10,191.363,416.683,245.006,966.846,278.041,6.34663e+06,146.727,188.949,24200
2014-08-17,219.679,478.327,281.269,1249.78,319.193,6.34622e+06,168.444,177.675,24200
2014-08-24,252.175,549.076,322.886,1574.58,366.418,6.34575e+06,193.365,190.051,24200
2014-08-31,289.469,630.264,370.649,1947.43,420.614,6.34521e+06,221.965,210.85,24200
2014-09-07,332.265,723.424,425.46,2375.43,482.808,6.34459e+06,254.786,240.495,24200
2014-09-14,381.369,830.311,488.356,2866.7,554.174,6.34388e+06,292.447,394.382,24200
2014-09-21,437.707,952.935,560.522,3430.59,636.057,6.34307e+06,335.658,252.719,24200
2014-09-28,502.335,1093.59,643.316,4077.8,729.994,6.34213e+06,385.23,370.73,24200
2014-07-13,78.4797,170.629,106.121,111.684,115.093,6.34798e+06,85.1307,79.9977,24250
2014-07-20,89.7104,194.413,117.115,231.386,130.696,6.34782e+06,96.672,111.319,24250
2014-07-27,101.883,220.205,132.064,365.31,148.873,6.34763e+06,110.117,86.7361,24250
2014-08-03,115.43,249.335,149.482,516.707,168.815,6.34742e+06,124.868,138.549,24250
2014-08-10,130.717,282.327,169.271,688.122,191.204,6.34718e+06,141.428,152.733,24250
2014-08-17,148.018,319.688,191.679,882.23,216.516,6.34691e+06,160.151,168.577,24250
2014-08-24,167.604,361.986,217.047,1102.03,245.169,6.3466e+06,181.344,203.353,24250
2014-08-31,189.778,409.871,245.767,1350.92,277.608,6.34625e+06,205.339,210.747,24250
2014-09-07,214.88,464.077,278.28,1632.74,314.331,6.34586e+06,232.502,203.702,24250
2014-09-14,243.295,525.434,315.087,1951.83,355.902,6.34541e+06,263.251,221.799,24250
2014-09-21,275.458,594.883,356.75,2313.13,402.959,6.34491e+06,298.057,290.897,24250
2014-09-28,311.861,673.483,403.909,2722.19,456.22,6.34434e+06,337.453,401.643,24250
2014-07-13,87.1609,189.85,117.68,123.781,127.65,6.34793e+06,86.9332,97.4032,24300
2014-07-20,99.9331,216.938,130.171,256.668,145.378,6.34775e+06,99.0066,96.4868,24300
2014-07-27,113.814,246.405,147.19,405.728,166.079,6.34754e+06,113.104,109.373,24300
2014-08-03,129.309,279.778,167.068,574.705,188.855,6.3473e+06,128.616,91.6154,24300
2014-08-10,146.844,317.683,189.713,766.56,214.499,6.34703e+06,146.08,168.865,24300
2014-08-17,166.742,360.725,215.426,984.419,243.573,6.34672e+06,165.88,153.166,24300
2014-08-24,189.332,409.59,244.618,1231.8,276.575,6.34637e+06,188.355,211.837,24300
2014-08-31,214.977,465.062,277.758,1512.7,314.042,6.34598e+06,213.871,241.669,24300
2014-09-07,244.089,528.029,315.378,1831.66,356.573,6.34553e+06,242.836,229.363,24300
2014-09-14,277.133,599.5,358.083,2193.8,404.853,6.34502e+06,275.716,154.068,24300
2014-09-21,314.639,680.616,406.557,2604.98,459.652,6.34444e+06,313.035,269.582,24300
2014-09-28,357.204,772.67,461.574,3071.81,521.847,6.34379e+06,355.392,166.115,24300
2014-07-13,158.979,344.412,215.617,227.164,233.769,6.3475e+06,93.28,88.3517,24350
2014-07-20,180.661,390.191,236.88,469.852,263.95,6.34717e+06,105.323,141.166,24350
2014-07-27,204.03,439.53,265.684,739.994,298.946,6.3468e+06,119.287,141.483,24350
2014-08-03,229.885,494.93,299.076,1043.72,337.117,6.34638e+06,134.518,122.326,24350
2014-08-10,258.894,557.324,336.802,1385.71,379.72,6.34591e+06,151.518,158.804,24350
2014-08-17,291.536,627.574,379.282,1770.85,427.612,6.34538e+06,170.628,206.782,24350
2014-08-24,328.28,706.653,427.1,2204.54,481.516,6.34478e+06,192.137,255.484,24350
2014-08-31,369.638,795.658,480.926,2692.91,542.192,6.34411e+06,216.349,244.744,24350
2014-09-07,416.186,895.825,541.51,3242.81,610.484,6.34335e+06,243.599,241.081,24350
2014-09-14,468.569,1008.54,609.695,3861.97,687.342,6.3425e+06,274.267,255.434,24350
2014-09-21,527.512,1135.36,686.426,4559.06,773.829,6.34154e+06,308.778,335.874,24350
2014-09-28,593.825,1278.03,772.762,5343.87,871.139,6.34046e+06,347.607,394.927,24350
2014-07-13,113.584,246.815,153.662,161.743,166.643,6.34777e+06,87.1688,93.2878,24400
2014-07-20,129.719,280.968,169.46,335.012,189.067,6.34753e+06,98.8985,90.5158,24400
2014-07-27,147.191,317.969,190.931,528.711,215.171,6.34727e+06,112.553,109.557,24400
2014-08-03,166.618,359.718,215.927,747.497,243.782,6.34696e+06,127.519,133.723,24400
2014-08-10,188.52,406.959,244.299,994.997,275.872,6.34662e+06,144.305,130.913,24400
2014-08-17,213.283,460.403,276.397,1275.02,312.118,6.34622e+06,163.265,163.083,24400
2014-08-24,241.29,520.851,312.701,1591.82,353.109,6.34578e+06,184.707,172.094,24400
2014-08-31,272.966,589.216,353.762,1950.23,399.472,6.34528e+06,208.958,207.259,24400
2014-09-07,308.789,666.526,400.2,2355.7,451.905,6.34472e+06,236.385,255.558,24400
2014-09-14,349.298,753.945,452.717,2814.38,511.2,6.34408e+06,267.402,319.433,24400
2014-09-21,395.103,852.786,512.103,3333.25,578.25,6.34336e+06,302.474,289.933,24400
2014-09-28,446.889,964.528,579.25,3920.16,654.059,6.34254e+06,342.129,396.381,24400
2014-07-13,92.2851,202.5,123.827,129.952,134.408,6.3479e+06,79.8374,78.5441,24450
2014-07-20,107.104,234.119,138.266,270.411,154.899,6.3477e+06,92.0087,79.7294,24450
2014-07-27,123.394,268.951,158.092,429.637,179.051,6.34747e+06,106.355,97.9856,24450
2014-08-03,141.794,308.86,181.488,612.184,205.944,6.34721e+06,122.329,116.009,24450
2014-08-10,162.858,354.703,208.439,821.81,236.577,6.3469e+06,140.525,162.833,24450
2014-08-17,187.035,407.352,239.39,1062.57,271.706,6.34655e+06,161.391,195.042,24450
2014-08-24,214.795,467.805,274.928,1339.07,312.038,6.34615e+06,185.348,142.038,24450
2014-08-31,246.668,537.211,315.732,1656.61,358.345,6.34569e+06,212.854,224.815,24450
2014-09-07,283.261,616.89,362.58,2021.27,411.512,6.34517e+06,244.435,280.977,24450
2014-09-14,325.268,708.357,416.364,2440.04,472.549,6.34456e+06,280.69,283.884,24450
2014-09-21,373.488,813.344,478.106,2920.91,542.615,6.34386e+06,322.309,390.036,24450
2014-09-28,428.833,933.837,548.977,3473.08,623.039,6.34307e+06,370.081,373.297,24450
2014-07-13,94.4836,205.746,127.595,134.22,138.401,6.34789e+06,83.5465,75.7806,24500
2014-07-20,108.282,235.005,141.092,278.28,157.557,6.34769e+06,95.1101,87.4993,24500
2014-07-27,123.274,266.82,159.476,439.813,179.917,6.34746e+06,108.608,131.149,24500
2014-08-03,140,302.836,180.94,622.857,204.509,6.3472e+06,123.453,101.357,24500
2014-08-10,158.92,343.727,205.383,830.6,232.185,6.34691e+06,140.159,150.703,24500
2014-08-17,180.382,390.139,233.127,1066.41,263.55,6.34658e+06,159.093,147.364,24500
2014-08-24,204.737,442.808,264.609,1334.06,299.137,6.3462e+06,180.576,213.946,24500
2014-08-31,232.373,502.572,300.335,1637.86,339.522,6.34578e+06,204.954,165.775,24500
2014-09-07,263.732,570.383,340.875,1982.66,385.347,6.34529e+06,232.616,237.678,24500
2014-09-14,299.312,647.317,386.873,2374.01,437.341,6.34474e+06,264.003,316.813,24500
2014-09-21,339.677,734.596,439.062,2818.15,496.332,6.34412e+06,299.613,323.727,24500
2014-09-28,385.468,833.599,498.269,3322.2,563.254,6.34341e+06,340.011,341.477,24500
2014-07-13,94.0221,203.383,127.678,134.577,138.408,6.34789e+06,95.0084,110.571,24550
2014-07-20,106.583,229.872,140.004,278.156,155.905,6.3477e+06,107.019,98.3678,24550
2014-07-27,120.09,258.351,156.678,437.638,176.156,6.34748e+06,120.92,133.202,24550
2014-08-03,135.001,290.258,175.968,616.542,198.194,6.34723e+06,136.047,124.242,24550
2014-08-10,151.695,326.115,197.717,817.529,222.736,6.34696e+06,152.894,129.088,24550
2014-08-17,170.438,366.403,222.153,1043.36,250.265,6.34665e+06,171.791,200.372,24550
2014-08-24,191.493,411.661,249.602,1297.09,281.185,6.3463e+06,193.015,224.224,24550
2014-08-31,215.143,462.495,280.435,1582.18,315.916,6.34591e+06,216.856,221.545,24550
2014-09-07,241.707,519.591,315.069,1902.47,354.928,6.34547e+06,243.636,281.905,24550
2014-09-14,271.543,583.714,353.969,2262.32,398.746,6.34498e+06,273.713,321.695,24550
2014-09-21,305.049,655.725,397.658,2666.59,447.957,6.34442e+06,307.493,292.402,24550
2014-09-28,342.676,736.588,446.723,3120.74,503.221,6.3438e+06,345.429,298.77,24550
2014-07-13,114.026,249.932,153.14,160.769,166.209,6.34777e+06,86.757,79.3116,24600
2014-07-20,132.096,288.454,170.758,334.361,191.211,6.34752e+06,99.8072,79.7588,24600
2014-07-27,151.927,330.81,194.919,530.838,220.638,6.34724e+06,115.168,122.091,24600
2014-08-03,174.286,379.253,223.387,755.715,253.345,6.34692e+06,132.24,102.488,24600
2014-08-10,199.836,434.805,256.125,1013.51,290.535,6.34655e+06,151.652,165.423,24600
2014-08-17,229.112,498.491,293.657,1309.09,333.109,6.34612e+06,173.875,236.518,24600
2014-08-24,262.668,571.488,336.676,1647.97,381.902,6.34563e+06,199.344,213.791,24600
2014-08-31,301.127,655.148,385.983,2036.49,437.827,6.34507e+06,228.535,289.538,24600
2014-09-07,345.202,751.02,442.493,2481.9,501.922,6.34443e+06,261.991,172.118,24600
2014-09-14,395.709,860.875,507.255,2992.51,575.373,6.34369e+06,300.33,279.175,24600
2014-09-21,453.579,986.739,581.465,3577.84,659.537,6.34285e+06,344.262,436.246,24600
2014-09-28,519.88,1130.93,666.493,4248.78,755.967,6.34188e+06,394.596,317.774,24600
2014-07-13,86.8218,189.33,117.109,123.136,127.044,6.34793e+06,84.4052,89.0101,24650
2014-07-20,99.7339,216.74,129.73,255.471,144.955,6.34775e+06,96.3055,84.0878,24650
2014-07-27,113.792,246.617,146.945,404.156,165.901,6.34754e+06,110.221,129.963,24650
2014-08-03,129.514,280.517,167.086,573.005,188.99,6.3473e+06,125.561,108.917,24650
2014-08-10,147.337,319.087,190.07,765.055,215.033,6.34703e+06,142.864,154.972,24650
2014-08-17,167.6,362.962,216.216,983.522,244.613,6.34672e+06,162.516,150.902,24650
2014-08-24,190.644,412.862,245.95,1232.04,278.249,6.34637e+06,184.863,192.5,24650
2014-08-31,216.85,469.608,279.766,1514.72,316.503,6.34597e+06,210.278,215.614,24650
2014-09-07,246.652,534.136,318.222,1836.27,360.006,6.34551e+06,239.181,247.898,24650
2014-09-14,280.54,607.509,361.953,2202.02,409.475,6.345e+06,272.047,273.515,24650
2014-09-21,319.071,690.931,411.679,2618.02,465.724,6.34441e+06,309.417,268.158,24650
2014-09-28,362.879,785.77,468.217,3091.15,529.677,6.34374e+06,351.907,313.61,24650
2014-07-13,99.9223,218.117,134.666,141.554,146.103,6.34786e+06,83.4964,74.0463,24700
2014-07-20,114.972,250.091,149.369,293.821,166.97,6.34764e+06,95.4217,95.2636,24700
2014-07-27,131.384,285.002,169.446,465.146,191.402,6.3474e+06,109.384,123.02,24700
2014-08-03,149.765,324.675,192.967,660.003,218.378,6.34712e+06,124.8,127.874,24700
2014-08-10,170.636,369.881,219.848,881.973,248.851,6.34681e+06,142.216,127.133,24700
2014-08-17,194.4,421.383,250.472,1134.87,283.516,6.34645e+06,162.026,151.376,24700
2014-08-24,221.466,480.043,285.353,1422.98,322.994,6.34604e+06,184.588,185.074,24700
2014-08-31,252.292,546.852,325.08,1751.21,367.959,6.34557e+06,210.284,237.841,24700
2014-09-07,287.4,622.934,370.327,2125.13,419.169,6.34504e+06,239.55,247.076,24700
2014-09-14,327.379,709.571,421.856,2551.09,477.488,6.34444e+06,272.879,295.981,24700
2014-09-21,372.903,808.217,480.535,3036.31,543.898,6.34375e+06,310.831,315.164,24700
2014-09-28,424.734,920.524,547.35,3589.01,619.513,6.34297e+06,354.045,324.129,24700
2014-07-13,126.945,272.605,173.428,183.194,187.88,6.34769e+06,89.0691,107.823,24750
2014-07-20,142.199,304.583,188.451,377.379,209.208,6.34744e+06,99.1798,105.894,24750
2014-07-27,158.421,338.54,208.62,590.877,233.667,6.34715e+06,110.776,93.3898,24750
2014-08-03,176.122,376.152,231.723,827.751,259.977,6.34684e+06,123.248,120.843,24750
2014-08-10,195.713,417.951,257.486,1090.93,288.94,6.34649e+06,136.979,137.408,24750
2014-08-17,217.465,464.392,286.113,1383.37,321.065,6.3461e+06,152.208,114.286,24750
2014-08-24,241.627,515.981,317.912,1708.31,356.743,6.34567e+06,169.122,192.133,24750
2014-08-31,268.466,573.282,353.233,2069.36,396.374,6.34519e+06,187.91,209.568,24750
2014-09-07,298.275,636.922,392.466,2470.52,440.393,6.34465e+06,208.779,164.26,24750
2014-09-14,331.381,707.597,436.04,2916.23,489.282,6.34406e+06,231.956,258.991,24750
2014-09-21,368.145,786.077,484.433,3411.41,543.576,6.3434e+06,257.695,295.408,24750
2014-09-28,408.968,873.217,538.172,3961.54,603.867,6.34267e+06,286.277,314.252,24750
2014-07-13,77.9858,169.231,105.622,111.222,114.531,6.34799e+06,88.5577,114.25,24800
2014-07-20,88.8663,192.237,116.282,230.224,129.663,6.34782e+06,100.258,38.9219,24800
2014-07-27,100.624,217.106,130.751,363.004,147.248,6.34764e+06,113.855,130.197,24800
2014-08-03,113.671,245.108,147.564,512.672,166.481,6.34743e+06,128.727,182.864,24800
2014-08-10,128.35,276.731,166.61,681.635,188.009,6.3472e+06,145.373,142.011,24800
2014-08-17,144.913,312.436,188.115,872.407,212.277,6.34693e+06,164.137,112.898,24800
2014-08-24,163.609,352.742,212.39,1087.8,239.668,6.34663e+06,185.316,194.443,24800
2014-08-31,184.714,398.239,239.792,1330.98,270.586,6.3463e+06,209.223,83.3482,24800
2014-09-07,208.536,449.591,270.723,1605.54,305.487,6.34592e+06,236.209,181.541,24800
2014-09-14,235.423,507.55,305.635,1915.51,344.88,6.34549e+06,266.668,177.541,24800
2014-09-21,265.769,572.96,345.04,2265.44,389.34,6.345e+06,301.046,269.772,24800
2014-09-28,300.015,646.774,389.512,2660.49,439.517,6.34445e+06,339.843,360.651,24800
2014-07-13,99.6045,215.847,135.057,142.277,146.43,6.34786e+06,81.7784,80.9366,24850
2014-07-20,113.245,244.655,148.43,294.317,165.413,6.34765e+06,92.3801,77.168,24850
2014-07-27,127.954,275.722,166.555,463.628,187.435,6.34742e+06,104.679,140.554,24850
2014-08-03,144.238,310.626,187.575,654.075,211.468,6.34715e+06,118.101,129.162,24850
2014-08-10,162.519,349.959,211.338,868.62,238.308,6.34686e+06,133.09,90.2897,24850
2014-08-17,183.102,394.272,238.111,1110.35,268.498,6.34652e+06,149.951,187.522,24850
2014-08-24,206.286,444.188,268.267,1382.69,302.499,6.34615e+06,168.94,196.093,24850
2014-08-31,232.399,500.408,302.233,1689.52,340.796,6.34573e+06,190.328,181.328,24850
2014-09-07,261.809,563.724,340.491,2035.19,383.931,6.34525e+06,214.418,209.012,24850
2014-09-14,294.931,635.027,383.578,2424.62,432.51,6.34471e+06,241.548,273.472,24850
2014-09-21,332.23,715.318,432.101,2863.31,487.218,6.34411e+06,272.102,305.809,24850
2014-09-28,374.229,805.722,486.743,3357.49,548.822,6.34343e+06,306.506,382.681,24850
2014-07-13,124.192,269.938,167.974,176.794,182.169,6.34771e+06,84.3882,80.5955,24900
2014-07-20,141.896,307.421,185.307,366.232,206.771,6.34745e+06,95.7848,100.595,24900
2014-07-27,161.075,348.048,208.87,578.088,235.419,6.34715e+06,109.056,89.9808,24900
2014-08-03,182.409,393.905,236.311,817.48,266.833,6.34682e+06,123.608,109.063,24900
2014-08-10,206.471,445.816,267.47,1088.4,302.08,6.34644e+06,139.935,155.643,24900
2014-08-17,233.685,504.565,302.735,1395.04,341.908,6.34601e+06,158.385,201.203,24900
2014-08-24,264.477,571.039,342.636,1742.11,386.967,6.34553e+06,179.258,197.526,24900
2014-08-31,299.316,646.246,387.783,2134.91,437.949,6.34498e+06,202.875,219.765,24900
2014-09-07,338.73,731.325,438.861,2579.46,495.628,6.34436e+06,229.595,194.411,24900
2014-09-14,383.316,827.563,496.646,3082.56,560.88,6.34366e+06,259.822,218.547,24900
2014-09-21,433.748,936.412,562.012,3651.88,634.69,6.34287e+06,294.014,281.435,24900
2014-09-28,490.786,1059.51,635.947,4296.12,718.173,6.34197e+06,332.687,262.344,24900
2014-07-13,95.6483,206.565,130.061,137.155,140.971,6.34788e+06,85.9763,97.6986,24950
2014-07-20,108.139,232.872,142.328,283.272,158.384,6.34768e+06,96.5964,102.257,24950
2014-07-27,121.538,261.077,158.894,445.204,178.498,6.34746e+06,108.864,101.656,24950
2014-08-03,136.291,292.597,178.018,626.411,200.33,6.34722e+06,122.178,125.03,24950
2014-08-10,152.765,327.932,199.526,829.483,224.58,6.34694e+06,136.968,97.2156,24950
2014-08-17,171.218,367.535,223.632,1057.09,251.715,6.34663e+06,153.517,197.412,24950
2014-08-24,191.894,411.913,250.644,1312.19,282.115,6.34628e+06,172.058,179.954,24950
2014-08-31,215.062,461.636,280.911,1598.11,316.179,6.34589e+06,192.833,139.342,24950
2014-09-07,241.019,517.346,314.824,1918.54,354.347,6.34546e+06,216.111,164.142,24950
2014-09-14,270.102,579.758,352.821,2277.65,397.11,6.34497e+06,242.192,280.642,24950
2014-09-21,302.682,649.675,395.39,2680.1,445.019,6.34442e+06,271.411,220.304,24950
2014-09-28,339.178,727.991,443.08,3131.1,498.687,6.34381e+06,304.143,347.927,24950
2014-07-13,100.246,219.369,134.819,141.606,146.302,6.34785e+06,81.3723,99.3481,25000
2014-07-20,115.819,252.524,150.015,294.278,167.868,6.34764e+06,93.3668,83.7539,25000
2014-07-27,132.867,288.878,170.819,466.671,193.198,6.34739e+06,107.455,112.307,25000
2014-08-03,152.039,330.351,195.276,663.491,221.277,6.34711e+06,123.073,118.14,25000
2014-08-10,173.891,377.792,223.333,888.558,253.124,6.34679e+06,140.785,166.189,25000
2014-08-17,198.867,432.046,255.419,1145.96,289.49,6.34642e+06,161.012,176.654,25000
2014-08-24,227.424,494.078,292.104,1440.34,331.064,6.346e+06,184.136,210.334,25000
2014-08-31,260.074,564.998,334.048,1777,378.598,6.34551e+06,210.574,268.317,25000
2014-09-07,297.399,646.071,382.002,2161.98,432.943,6.34496e+06,240.799,238.752,25000
2014-09-14,340.067,738.744,436.822,2602.23,495.068,6.34433e+06,275.353,310.703,25000
2014-09-21,388.838,844.665,499.489,3105.65,566.082,6.34361e+06,314.851,347.444,25000
2014-09-28,444.579,965.716,571.117,3681.27,647.249,6.34279e+06,359.995,279.403,25000
2014-07-13,79.7933,172.205,108.564,114.509,117.663,6.34797e+06,91.7163,76.6585,25050
2014-07-20,90.1112,193.924,118.701,236.425,132.053,6.34781e+06,102.933,118.26,25050
2014-07-27,101.168,217.183,132.38,371.405,148.66,6.34763e+06,115.877,106.13,25050
2014-08-03,113.329,243.149,148.157,522.294,166.665,6.34742e+06,129.912,111.795,25050
2014-08-10,126.896,272.229,165.883,691.212,186.645,6.34719e+06,145.486,137.912,25050
2014-08-17,142.075,304.787,185.731,880.342,208.978,6.34694e+06,162.894,152.721,25050
2014-08-24,159.067,341.235,207.948,1092.1,233.973,6.34665e+06,182.377,174.303,25050
2014-08-31,178.087,382.033,232.817,1329.18,261.953,6.34633e+06,204.187,192.299,25050
2014-09-07,199.377,427.697,260.655,1594.62,293.272,6.34597e+06,228.6,258.533,25050
2014-09-14,223.206,478.806,291.814,1891.78,328.327,6.34556e+06,255.925,250.807,25050
2014-09-21,249.875,536.005,326.689,2224.47,367.562,6.34511e+06,286.508,275.541,25050
2014-09-28,279.721,600.016,365.72,2596.91,411.473,6.34461e+06,320.735,319.143,25050
2014-07-13,99.2236,217.432,133.289,139.94,144.66,6.34786e+06,84.6083,79.2339,25100
2014-07-20,114.9,250.844,148.574,291.007,166.353,6.34764e+06,97.2954,82.5031,25100
2014-07-27,132.097,287.566,169.532,461.925,191.877,6.3474e+06,112.224,111.917,25100
2014-08-03,151.479,329.55,194.217,657.475,220.234,6.34712e+06,128.809,116.727,25100
2014-08-10,173.62,377.678,222.594,881.565,252.467,6.34679e+06,147.661,147.263,25100
2014-08-17,198.98,432.834,255.115,1138.4,289.353,6.34642e+06,169.235,140.478,25100
2014-08-24,228.037,496.032,292.378,1432.75,331.612,6.346e+06,193.951,174.958,25100
2014-08-31,261.329,568.438,335.072,1770.08,380.031,6.34552e+06,222.271,224.362,25100
2014-09-07,299.47,651.387,383.988,2156.67,435.505,6.34496e+06,254.716,287.579,25100
2014-09-14,343.163,746.406,440.028,2599.69,499.057,6.34432e+06,291.886,347.113,25100
2014-09-21,393.212,855.239,504.223,3107.35,571.856,6.34359e+06,334.464,298.007,25100
2014-09-28,450.535,979.882,577.755,3689.06,655.241,6.34275e+06,383.234,423.561,25100
2014-07-13,88.7442,195.373,118.744,124.491,128.93,6.34792e+06,72.3017,102.193,25150
2014-07-20,103.557,227.064,133.154,259.458,149.377,6.34773e+06,83.768,85.5785,25150
2014-07-27,119.924,262.173,153.008,413.185,173.581,6.3475e+06,97.341,70.2502,25150
2014-08-03,138.509,302.609,176.546,590.321,200.674,6.34724e+06,112.534,108.214,25150
2014-08-10,159.895,349.295,203.795,794.769,231.697,6.34694e+06,129.932,153.034,25150
2014-08-17,184.568,403.184,235.248,1030.77,267.457,6.3466e+06,149.985,179.025,25150
2014-08-24,213.041,465.376,271.547,1303.2,308.722,6.3462e+06,173.126,184.008,25150
