date,C__sierra_leone,E__sierra_leone,I__sierra_leone,R__sierra_leone,cases__sierra_leone,S__sierra_leone,cases_obs__sierra_leone,ran_cases_obs__sierra_leone,index
2014-07-13,104.686,225.585,142.611,150.488,154.543,6.34783e+06,86.8199,121.917,0
2014-07-20,117.93,253.429,155.632,310.495,173.028,6.34761e+06,97.2042,126.478,0
2014-07-27,132.09,283.169,173.177,487.27,194.32,6.34737e+06,109.166,58.8107,0
2014-08-03,147.625,316.291,193.368,684.427,217.349,6.34711e+06,122.103,51.3296,0
2014-08-10,164.914,353.296,216.003,904.633,242.841,6.34681e+06,136.424,164.869,0
2014-08-17,184.212,394.631,241.287,1150.62,271.266,6.34648e+06,152.393,121.462,0
2014-08-24,205.763,440.792,269.521,1425.39,303.006,6.34611e+06,170.224,131.076,0
2014-08-31,229.829,492.339,301.052,1732.31,338.45,6.34569e+06,190.136,145.094,0
2014-09-07,256.702,549.895,336.261,2075.13,378.029,6.34523e+06,212.371,245.365,0
2014-09-14,286.707,614.158,375.576,2458.03,422.223,6.34472e+06,237.198,195.869,0
2014-09-21,320.208,685.902,419.473,2885.7,471.567,6.34414e+06,264.919,240.825,0
2014-09-28,357.607,765.992,468.483,3363.35,526.656,6.34349e+06,295.867,326.559,0
2014-07-13,116.044,249.633,158.308,167.136,171.526,6.34776e+06,95.7114,122.903,50
2014-07-20,130.361,279.688,172.394,344.573,191.525,6.34752e+06,106.87,125.554,50
2014-07-27,145.626,311.698,191.341,540.137,214.511,6.34726e+06,119.696,123.16,50
2014-08-03,162.329,347.25,213.096,757.686,239.304,6.34697e+06,133.531,116.792,50
2014-08-10,180.867,386.867,237.42,1000.04,266.674,6.34664e+06,148.803,175.679,50
2014-08-17,201.506,431.003,264.52,1270.05,297.113,6.34628e+06,165.789,212.05,50
2014-08-24,224.493,480.162,294.703,1570.88,331.012,6.34588e+06,184.704,219.382,50
2014-08-31,250.095,534.912,328.321,1906.03,368.767,6.34543e+06,205.771,184.771,50
2014-09-07,278.608,595.884,365.762,2279.4,410.816,6.34493e+06,229.235,266.571,50
2014-09-14,310.36,663.779,407.459,2695.35,457.644,6.34437e+06,255.364,303.818,50
2014-09-21,345.716,739.377,453.892,3158.7,509.789,6.34375e+06,284.461,241.084,50
2014-09-28,385.083,823.545,505.595,3674.85,567.851,6.34306e+06,316.86,254.439,50
2014-07-13,113.505,243.332,155.283,164.108,168.198,6.34777e+06,88.8921,88.1089,100
2014-07-20,126.795,271.154,168.381,337.803,186.794,6.34755e+06,98.7201,111.548,100
2014-07-27,140.892,300.614,185.937,528.324,208.077,6.34729e+06,109.968,95.9582,100
2014-08-03,156.233,333.16,206.001,739.169,230.908,6.34702e+06,122.035,143.133,100
2014-08-10,173.169,369.238,228.32,972.827,255.978,6.34671e+06,135.284,154.663,100
2014-08-17,191.925,409.222,253.057,1231.8,283.712,6.34636e+06,149.941,151.351,100
2014-08-24,212.707,453.526,280.465,1518.83,314.437,6.34598e+06,166.179,190.041,100
2014-08-31,235.732,502.612,310.833,1836.94,348.48,6.34556e+06,184.171,181.307,100
2014-09-07,261.242,556.992,344.479,2189.49,386.197,6.3451e+06,204.104,238.61,100
2014-09-14,289.503,617.233,381.755,2580.2,427.983,6.34458e+06,226.188,258.512,100
2014-09-21,320.809,683.963,423.05,3013.18,474.273,6.34401e+06,250.652,256.047,100
2014-09-28,355.486,757.872,468.794,3492.98,525.548,6.34337e+06,277.751,209.059,100
2014-07-13,82.4009,183.037,109.418,114.391,118.903,6.34796e+06,70.6384,50.2202,150
2014-07-20,97.5932,215.782,124.13,239.454,139.775,6.34777e+06,83.0384,94.5182,150
2014-07-27,114.617,252.62,144.597,383.76,164.773,6.34755e+06,97.8889,88.3424,150
2014-08-03,134.229,295.65,169.168,552.351,193.163,6.3473e+06,114.755,118.791,150
2014-08-10,157.117,346.026,198.005,749.652,226.139,6.347e+06,134.346,98.4913,150
2014-08-17,183.893,404.987,231.756,980.586,264.685,6.34665e+06,157.245,81.7273,150
2014-08-24,215.225,473.981,271.25,1250.88,309.787,6.34624e+06,184.04,176.506,150
2014-08-31,251.887,554.71,317.464,1567.23,362.563,6.34576e+06,215.393,286.363,150
2014-09-07,294.784,649.163,371.54,1937.47,424.316,6.3452e+06,252.08,286.322,150
2014-09-14,344.97,759.661,434.809,2370.76,496.566,6.34454e+06,295.002,507.052,150
2014-09-21,403.68,888.916,508.829,2877.84,581.091,6.34377e+06,345.217,341.505,150
2014-09-28,472.353,1040.1,595.417,3471.21,679.965,6.34287e+06,403.957,519.415,150
2014-07-13,74.7411,165.254,99.6415,104.323,108.232,6.34801e+06,71.2626,72.7585,200
2014-07-20,87.8409,193.381,112.357,217.881,126.274,6.34784e+06,83.1417,68.6066,200
2014-07-27,102.413,224.773,129.959,348.031,147.751,6.34764e+06,97.2825,88.5088,200
2014-08-03,119.077,261.174,150.952,498.997,171.96,6.34742e+06,113.222,116.034,200
2014-08-10,138.382,303.484,175.417,674.404,199.872,6.34716e+06,131.6,60.7924,200
2014-08-17,160.803,352.651,203.845,878.24,232.264,6.34685e+06,152.928,138.632,200
2014-08-24,186.853,409.774,236.873,1115.11,269.893,6.3465e+06,177.704,223.696,200
2014-08-31,217.117,476.135,275.245,1390.34,313.612,6.34609e+06,206.489,196.423,200
2014-09-07,252.275,553.225,319.823,1710.17,364.401,6.34561e+06,239.93,296.549,200
2014-09-14,293.115,642.769,371.61,2081.78,423.4,6.34506e+06,278.776,217.558,200
2014-09-21,340.552,746.772,431.764,2513.56,491.932,6.34442e+06,323.899,379.096,200
2014-09-28,395.646,867.555,501.634,3015.22,571.53,6.34367e+06,376.309,449.482,200
2014-07-13,97.3504,208.944,133.053,140.567,144.134,6.34787e+06,101.112,113.24,250
2014-07-20,108.957,233.266,144.486,289.5,160.365,6.34767e+06,112.499,77.4943,250
2014-07-27,121.29,259.07,159.828,453.127,178.969,6.34746e+06,125.549,140.189,250
2014-08-03,134.737,287.632,177.39,634.529,198.964,6.34722e+06,139.576,129.422,250
2014-08-10,149.61,319.35,196.96,835.918,220.96,6.34695e+06,155.007,134.808,250
2014-08-17,166.112,354.566,218.69,1059.53,245.338,6.34665e+06,172.108,156.906,250
2014-08-24,184.429,393.659,242.811,1307.8,272.395,6.34632e+06,191.089,264.431,250
2014-08-31,204.761,437.051,269.585,1583.46,302.429,6.34596e+06,212.158,202.755,250
2014-09-07,227.329,485.212,299.304,1889.5,335.765,6.34555e+06,235.544,128.388,250
2014-09-14,252.376,538.663,332.289,2229.28,372.766,6.3451e+06,261.501,305.779,250
2014-09-21,280.174,597.981,368.899,2606.5,413.831,6.3446e+06,290.308,313.346,250
2014-09-28,311.022,663.805,409.529,3025.28,459.403,6.34404e+06,322.278,275.624,250
2014-07-13,88.5981,190.809,120.752,127.442,130.848,6.34792e+06,96.3351,106.94,300
2014-07-20,99.7143,214.168,131.683,262.877,146.367,6.34774e+06,107.761,94.595,300
2014-07-27,111.589,239.096,146.405,412.387,164.23,6.34754e+06,120.913,165.142,300
2014-08-03,124.606,266.833,163.334,578.991,183.534,6.34732e+06,135.125,122.982,300
2014-08-10,139.079,297.798,182.297,764.913,204.884,6.34707e+06,150.843,120.928,300
2014-08-17,155.222,332.357,203.461,972.421,228.672,6.34679e+06,168.357,198.223,300
2014-08-24,173.234,370.92,227.076,1204.02,255.21,6.34647e+06,187.895,192.105,300
2014-08-31,193.333,413.947,253.426,1462.49,284.822,6.34613e+06,209.697,177.466,300
2014-09-07,215.757,461.953,282.826,1750.95,317.863,6.34574e+06,234.022,257.679,300
2014-09-14,240.776,515.51,315.629,2072.87,354.726,6.34531e+06,261.163,326.585,300
2014-09-21,268.687,575.257,352.227,2432.13,395.853,6.34482e+06,291.442,290.684,300
2014-09-28,299.822,641.904,393.055,2833.03,441.733,6.34428e+06,325.22,346.116,300
2014-07-13,78.753,171.128,106.541,112.144,115.541,6.34798e+06,80.0423,85.417,350
2014-07-20,89.9404,194.809,117.494,232.279,131.089,6.34782e+06,90.813,108.987,350
2014-07-27,102.055,220.466,132.382,366.58,149.188,6.34763e+06,103.351,127.152,350
2014-08-03,115.527,249.417,149.714,518.275,169.027,6.34742e+06,117.095,113.887,350
2014-08-10,130.715,282.179,169.388,689.881,191.281,6.34718e+06,132.511,95.1152,350
2014-08-17,147.889,319.247,191.648,884.039,216.418,6.34691e+06,149.925,124.679,350
2014-08-24,167.316,361.179,216.827,1103.71,244.849,6.3466e+06,169.621,199.322,350
2014-08-31,189.29,408.608,245.309,1352.24,277.009,6.34625e+06,191.9,193.064,350
2014-09-07,214.144,462.252,277.524,1633.41,313.385,6.34586e+06,217.1,211.28,350
2014-09-14,242.255,522.922,313.963,1951.5,354.529,6.34542e+06,245.603,199.469,350
2014-09-21,274.047,591.534,355.174,2311.35,401.061,6.34492e+06,277.839,328.936,350
2014-09-28,309.999,669.121,401.782,2718.42,453.685,6.34435e+06,314.294,282.835,350
2014-07-13,81.1831,177.745,109.135,114.611,118.436,6.34797e+06,83.2545,80.1737,400
2014-07-20,93.875,204.777,121.515,238.236,136.006,6.34779e+06,95.6052,57.5538,400
2014-07-27,107.78,234.444,138.475,377.934,156.657,6.34759e+06,110.122,96.5214,400
2014-08-03,123.43,268.317,158.427,537.551,179.57,6.34736e+06,126.228,106.719,400
2014-08-10,141.284,307.097,181.335,720.222,205.578,6.3471e+06,144.511,160.04,400
2014-08-17,161.707,351.483,207.553,929.307,235.303,6.3468e+06,165.406,116.294,400
2014-08-24,185.078,402.276,237.556,1168.62,269.314,6.34646e+06,189.314,197.857,400
2014-08-31,211.822,460.397,271.888,1442.52,308.233,6.34606e+06,216.672,199.95,400
2014-09-07,242.423,526.898,311.174,1756,352.767,6.34561e+06,247.977,322.913,400
2014-09-14,277.434,602.982,356.125,2114.77,403.722,6.3451e+06,283.796,227.591,400
2014-09-21,317.49,690.022,407.554,2525.36,462.02,6.34451e+06,324.777,280.195,400
2014-09-28,363.312,789.589,466.392,2995.24,528.715,6.34384e+06,371.659,444.204,400
2014-07-13,68.6078,151.769,91.426,95.7066,99.313,6.34804e+06,71.71,57.8762,450
2014-07-20,80.6994,177.742,103.16,199.934,115.962,6.34789e+06,83.7315,49.0137,450
2014-07-27,94.1611,206.755,119.412,319.476,135.794,6.34771e+06,98.0511,55.7812,450
2014-08-03,109.567,240.425,138.809,458.245,158.166,6.3475e+06,114.206,87.0766,450
2014-08-10,127.429,279.591,161.43,619.606,183.982,6.34726e+06,132.846,142.007,450
2014-08-17,148.191,325.139,187.738,807.264,213.965,6.34698e+06,154.496,181.453,450
2014-08-24,172.332,378.101,218.326,1025.5,248.824,6.34666e+06,179.666,222.269,450
2014-08-31,200.401,439.678,253.891,1279.29,289.355,6.34628e+06,208.932,339.547,450
2014-09-07,233.035,511.267,295.243,1574.42,336.48,6.34584e+06,242.959,210.808,450
2014-09-14,270.973,594.489,343.318,1917.61,391.266,6.34532e+06,282.518,365.419,450
2014-09-21,315.076,691.228,399.207,2316.68,454.956,6.34473e+06,328.506,309.415,450
2014-09-28,366.339,803.667,464.176,2780.7,528.99,6.34404e+06,381.963,451.366,450
2014-07-13,93.2035,200.611,127.089,134.154,137.708,6.34789e+06,96.6052,71.4906,500
2014-07-20,104.798,224.965,138.495,276.648,153.9,6.34771e+06,107.964,88.5221,500
2014-07-27,117.173,250.928,153.845,433.823,172.525,6.34749e+06,121.03,130.044,500
2014-08-03,130.726,279.793,171.485,608.816,192.633,6.34726e+06,135.136,131.17,500
2014-08-10,145.782,311.986,191.225,803.928,214.852,6.347e+06,150.724,167.888,500
2014-08-17,162.56,347.884,213.237,1021.5,239.585,6.3467e+06,168.075,225.057,500
2014-08-24,181.264,387.906,237.777,1264.12,267.155,6.34638e+06,187.415,251.297,500
2014-08-31,202.115,432.521,265.135,1534.65,297.889,6.34602e+06,208.976,195.091,500
2014-09-07,225.358,482.253,295.632,1836.3,332.152,6.34561e+06,233.012,315.024,500
2014-09-14,251.267,537.687,329.629,2172.65,370.344,6.34516e+06,259.805,271.23,500
2014-09-21,280.146,599.471,367.524,2547.67,412.916,6.34466e+06,289.67,254.287,500
2014-09-28,312.332,668.328,409.761,2965.8,460.364,6.34409e+06,322.956,269.635,500
2014-07-13,59.1531,132.802,77.8272,81.0867,84.6595,6.3481e+06,60.1424,55.6074,550
2014-07-20,71.3176,159.256,89.5429,170.648,101.277,6.34796e+06,71.9473,82.3471,550
2014-07-27,85.1803,189.568,106.032,275.62,121.461,6.34779e+06,86.2863,96.9133,550
2014-08-03,101.431,225.581,126.132,400.308,144.788,6.3476e+06,102.858,103.789,550
2014-08-10,120.72,268.452,150.111,548.68,172.351,6.34736e+06,122.439,117.439,550
2014-08-17,143.666,319.471,178.648,725.259,205.116,6.34708e+06,145.715,131.022,550
2014-08-24,170.968,380.18,212.604,935.404,244.1,6.34675e+06,173.41,230.697,550
2014-08-31,203.455,452.412,253.007,1185.49,290.486,6.34636e+06,206.362,181.267,550
2014-09-07,242.106,538.348,301.079,1483.09,345.677,6.34589e+06,245.57,133.488,550
2014-09-14,288.089,640.582,358.274,1837.24,411.34,6.34533e+06,292.217,277.77,550
2014-09-21,342.791,762.191,426.316,2258.65,489.454,6.34466e+06,347.71,303.412,550
2014-09-28,407.857,906.834,507.258,2760.08,582.375,6.34387e+06,413.721,477.681,550
2014-07-13,71.9879,157.924,96.6123,101.399,104.866,6.34802e+06,73.9283,78.5923,600
2014-07-20,83.5139,182.513,107.845,210.972,120.805,6.34787e+06,85.1655,92.6842,600
2014-07-27,96.1803,209.59,123.264,335.141,139.588,6.34769e+06,98.4071,96.4016,600
2014-08-03,110.482,240.603,141.453,477.445,160.494,6.34748e+06,113.145,146.116,600
2014-08-10,126.849,276.217,162.399,640.798,184.3,6.34724e+06,129.928,185.759,600
2014-08-17,145.628,317.104,186.447,828.341,211.591,6.34697e+06,149.168,157.157,600
2014-08-24,167.184,364.037,214.05,1043.65,242.913,6.34666e+06,171.249,136.25,600
2014-08-31,191.926,417.907,245.733,1290.84,278.866,6.3463e+06,196.596,193.675,600
2014-09-07,220.324,479.733,282.098,1574.6,320.132,6.34589e+06,225.687,182.066,600
2014-09-14,252.916,550.687,323.836,1900.36,367.494,6.34542e+06,259.077,242.979,600
2014-09-21,290.319,632.111,371.737,2274.31,421.849,6.34488e+06,297.396,421.745,600
2014-09-28,333.238,725.541,426.708,2703.56,484.224,6.34426e+06,341.369,424.36,600
2014-07-13,75.6957,166.036,101.6,106.638,110.278,6.348e+06,77.9776,67.2048,650
2014-07-20,87.7957,191.846,113.393,221.858,127.013,6.34784e+06,89.8105,99.2171,650
2014-07-27,101.09,220.261,129.578,352.402,146.729,6.34765e+06,103.752,140.869,650
2014-08-03,116.097,252.799,148.668,501.98,168.668,6.34743e+06,119.265,97.7163,650
2014-08-10,133.267,290.157,170.647,673.646,193.645,6.34718e+06,136.926,118.705,650
2014-08-17,152.964,333.037,195.874,870.692,222.273,6.3469e+06,157.169,97.7674,650
2014-08-24,175.569,382.246,224.824,1096.86,255.122,6.34657e+06,180.397,98.2231,650
2014-08-31,201.509,438.715,258.047,1356.46,292.82,6.3462e+06,207.053,147.948,650
2014-09-07,231.274,503.511,296.171,1654.42,336.078,6.34576e+06,237.641,217.431,650
2014-09-14,265.428,577.855,339.917,1996.38,385.715,6.34527e+06,272.739,314.911,650
2014-09-21,304.614,663.149,390.112,2388.86,442.668,6.3447e+06,313.01,212.68,650
2014-09-28,349.569,760.997,447.701,2839.28,508.009,6.34405e+06,359.213,492.016,650
2014-07-13,80.2751,176.143,107.714,113.043,116.918,6.34797e+06,79.4422,80.6902,700
2014-07-20,93.1622,203.641,120.271,235.223,134.738,6.3478e+06,91.5503,100.792,700
2014-07-27,107.329,233.931,137.513,373.724,155.742,6.3476e+06,105.822,182.262,700
2014-08-03,123.33,268.637,157.859,532.506,179.129,6.34737e+06,121.712,66.398,700
2014-08-10,141.648,308.504,181.296,714.837,205.768,6.3471e+06,139.813,131.103,700
2014-08-17,162.673,354.289,208.212,924.239,236.317,6.3468e+06,160.57,249.986,700
2014-08-24,186.814,406.86,239.117,1164.72,271.391,6.34645e+06,184.402,168.278,700
2014-08-31,214.532,467.22,274.601,1440.9,311.662,6.34605e+06,211.765,263.052,700
2014-09-07,246.355,536.515,315.342,1758.06,357.898,6.34559e+06,243.181,246.369,700
2014-09-14,282.889,616.065,362.117,2122.27,410.981,6.34507e+06,279.249,340.724,700
2014-09-21,324.827,707.379,415.814,2540.49,471.918,6.34446e+06,320.654,294.031,700
2014-09-28,372.965,812.185,477.454,3020.71,541.868,6.34377e+06,368.183,378.857,700
2014-07-13,87.7264,189.264,119.39,125.939,129.392,6.34793e+06,88.7164,74.1858,750
2014-07-20,99.0176,213.026,130.484,259.986,145.142,6.34775e+06,99.5148,130.498,750
2014-07-27,111.111,238.458,145.451,408.33,163.311,6.34755e+06,111.972,132.385,750
2014-08-03,124.406,266.835,162.705,574.075,183,6.34732e+06,125.472,132.126,750
2014-08-10,139.229,298.598,182.082,759.534,204.836,6.34707e+06,140.443,158.845,750
2014-08-17,155.806,334.144,203.766,967.081,229.231,6.34679e+06,157.169,108.699,750
2014-08-24,174.352,373.914,228.027,1199.34,256.52,6.34647e+06,175.88,170.281,750
2014-08-31,195.102,418.408,255.169,1459.25,287.052,6.34612e+06,196.814,216.662,750
2014-09-07,218.316,468.183,285.536,1750.09,321.21,6.34573e+06,220.234,213.711,750
2014-09-14,244.284,523.863,319.508,2075.54,359.423,6.34529e+06,246.434,269.657,750
2014-09-21,273.332,586.144,357.51,2439.71,402.169,6.34479e+06,275.742,296.869,750
2014-09-28,305.824,655.804,400.02,2847.18,449.983,6.34424e+06,308.526,298.833,750
2014-07-13,70.8563,154.955,95.3456,100.166,103.461,6.34803e+06,74.1122,90.9523,800
2014-07-20,81.7769,178.193,106.005,208.094,118.588,6.34788e+06,84.948,83.8826,800
2014-07-27,93.7199,203.645,120.588,329.852,136.341,6.3477e+06,97.6655,75.5786,800
2014-08-03,107.137,232.654,137.717,468.725,156.002,6.3475e+06,111.749,86.6262,800
2014-08-10,122.416,265.806,157.35,627.373,178.28,6.34728e+06,127.707,143.856,800
2014-08-17,139.864,303.685,179.78,808.637,203.694,6.34702e+06,145.913,173.872,800
2014-08-24,159.794,346.955,205.403,1015.74,232.723,6.34672e+06,166.707,178.106,800
2014-08-31,182.56,396.382,234.672,1252.35,265.883,6.34638e+06,190.46,181.938,800
2014-09-07,208.565,452.837,268.105,1522.68,303.761,6.346e+06,217.593,177.945,800
2014-09-14,238.267,517.316,306.294,1831.51,347.025,6.34556e+06,248.584,316.924,800
2014-09-21,272.19,590.955,349.911,2184.34,396.438,6.34505e+06,283.981,140.623,800
2014-09-28,310.93,675.049,399.726,2587.39,452.871,6.34448e+06,324.406,227.191,800
2014-07-13,76.487,167.405,102.852,108.025,111.614,6.348e+06,79.8269,106.446,850
2014-07-20,88.3938,192.757,114.469,224.508,128.1,6.34783e+06,91.6177,125.388,850
2014-07-27,101.431,220.565,130.376,356.07,147.469,6.34764e+06,105.47,130.093,850
2014-08-03,116.097,252.298,149.082,506.311,168.946,6.34743e+06,120.831,125.541,850
2014-08-10,132.82,288.608,170.546,678.159,193.313,6.34718e+06,138.258,108.835,850
2014-08-17,151.938,330.146,195.101,874.75,221.146,6.3469e+06,158.164,138.425,850
2014-08-24,173.805,377.655,223.184,1099.64,252.976,6.34658e+06,180.929,190.481,850
2014-08-31,198.814,431.989,255.304,1356.9,289.38,6.34621e+06,206.965,177.724,850
2014-09-07,227.415,494.126,292.038,1651.18,331.015,6.34579e+06,236.742,202.857,850
2014-09-14,260.123,565.181,334.048,1987.8,378.628,6.3453e+06,270.796,294.049,850
2014-09-21,297.523,646.427,382.089,2372.84,433.075,6.34475e+06,309.736,360.914,850
2014-09-28,340.287,739.319,437.022,2813.23,495.332,6.34412e+06,354.263,343.244,850
2014-07-13,81.6324,178.742,109.732,115.235,119.085,6.34796e+06,81.2085,107.239,900
2014-07-20,94.4063,205.951,122.192,239.542,136.768,6.34779e+06,93.2671,71.9563,900
2014-07-27,108.403,235.815,139.262,380.026,157.554,6.34759e+06,107.442,123.07,900
2014-08-03,124.158,269.918,159.346,540.56,180.618,6.34736e+06,123.171,141.985,900
2014-08-10,142.133,308.965,182.407,724.301,206.803,6.34709e+06,141.027,180.518,900
2014-08-17,162.699,353.662,208.806,934.635,236.732,6.34679e+06,161.437,153.732,900
2014-08-24,186.234,404.817,239.017,1175.4,270.981,6.34644e+06,184.792,148.603,900
2014-08-31,213.17,463.358,273.592,1451.01,310.177,6.34605e+06,211.522,229.262,900
2014-09-07,243.993,530.348,313.16,1766.47,355.033,6.3456e+06,242.11,305.751,900
2014-09-14,279.264,607,358.439,2127.55,406.362,6.34508e+06,277.114,275.042,900
2014-09-21,319.621,694.7,410.251,2540.84,465.095,6.34448e+06,317.166,290.289,900
2014-09-28,365.793,795.033,469.532,3013.85,532.294,6.34381e+06,362.992,363.341,900
2014-07-13,97.8157,210.251,133.528,141.008,144.668,6.34787e+06,97.8766,70.1779,950
2014-07-20,109.74,235.268,145.265,290.601,161.331,6.34767e+06,109.15,105.048,950
2014-07-27,122.439,261.877,161.04,455.291,180.464,6.34745e+06,122.095,122.214,950
2014-08-03,136.317,291.395,179.132,638.275,201.077,6.3472e+06,136.041,122.485,950
2014-08-10,151.702,324.249,199.339,841.873,223.804,6.34693e+06,151.418,103.794,950
2014-08-17,168.81,360.808,221.824,1068.44,249.051,6.34663e+06,168.498,150.344,950
2014-08-24,187.842,401.481,246.839,1320.56,277.133,6.34629e+06,187.497,145.889,950
2014-08-31,209.015,446.728,274.668,1601.1,308.374,6.34592e+06,208.634,297.523,950
2014-09-07,232.568,497.059,305.626,1913.27,343.128,6.3455e+06,232.147,320.78,950
2014-09-14,258.767,553.043,340.064,2260.62,381.788,6.34504e+06,258.303,258.536,950
2014-09-21,287.908,615.31,378.37,2647.1,424.79,6.34452e+06,287.397,169.591,950
2014-09-28,320.318,684.559,420.977,3077.12,472.618,6.34395e+06,319.755,343.113,950
2014-07-13,66.1027,146.337,88.0308,92.1306,95.6317,6.34806e+06,66.2911,72.4177,1000
2014-07-20,77.8504,171.588,99.4268,192.535,111.801,6.34791e+06,77.4991,73.5991,1000
2014-07-27,90.9446,199.83,115.223,307.819,131.079,6.34774e+06,90.8631,69.3281,1000
2014-08-03,105.948,232.644,134.097,441.8,152.855,6.34754e+06,105.958,145.703,1000
2014-08-10,123.365,270.86,156.133,597.777,178.013,6.3473e+06,123.397,116.799,1000
2014-08-17,143.633,315.356,181.79,779.386,207.266,6.34703e+06,143.675,137.553,1000
2014-08-24,167.228,367.155,211.657,990.835,241.317,6.34671e+06,167.278,163.332,1000
2014-08-31,194.694,427.451,246.426,1237.02,280.954,6.34634e+06,194.755,224.891,1000
2014-09-07,226.665,497.634,286.897,1523.64,327.094,6.34592e+06,226.739,250.218,1000
2014-09-14,263.876,579.318,334.006,1857.33,380.8,6.34542e+06,263.967,239.694,1000
2014-09-21,307.184,674.381,388.837,2245.81,443.307,6.34483e+06,307.297,276.164,1000
2014-09-28,357.584,785.004,452.65,2698.05,516.053,6.34416e+06,357.723,219.171,1000
2014-07-13,87.9343,189.987,119.53,126.033,129.561,6.34793e+06,86.3652,106.031,1050
2014-07-20,99.4868,214.326,130.873,260.353,145.663,6.34774e+06,97.0988,57.9758,1050
2014-07-27,111.888,240.441,146.198,409.3,164.272,6.34754e+06,109.504,117.212,1050
2014-08-03,125.551,269.646,163.9,576.083,184.485,6.34731e+06,122.977,103.989,1050
2014-08-10,140.82,302.407,183.823,763.113,206.952,6.34706e+06,137.954,90.6066,1050
2014-08-17,157.932,339.15,206.166,972.878,232.109,6.34677e+06,154.723,99.5514,1050
2014-08-24,177.12,380.35,231.22,1208.14,260.312,6.34645e+06,173.523,122.256,1050
2014-08-31,198.635,426.544,259.311,1471.98,291.935,6.34609e+06,194.603,149.995,1050
2014-09-07,222.757,478.336,290.808,1767.87,327.392,6.34569e+06,218.239,244.262,1050
2014-09-14,249.801,536.398,326.122,2099.71,367.145,6.34524e+06,244.738,297.04,1050
2014-09-21,280.119,601.487,365.713,2471.83,411.711,6.34473e+06,274.446,296.647,1050
2014-09-28,314.105,674.446,410.096,2889.11,461.671,6.34416e+06,307.749,377.485,1050
2014-07-13,77.1655,169.772,103.308,108.329,112.163,6.34799e+06,73.942,78.463,1100
2014-07-20,89.9494,197.11,115.748,225.704,129.816,6.34782e+06,85.5793,94.036,1100
2014-07-27,104.061,227.362,132.877,359.269,150.695,6.34763e+06,99.3435,58.95,1100
2014-08-03,120.069,262.17,153.166,513.022,174.042,6.3474e+06,114.735,70.085,1100
2014-08-10,138.472,302.319,176.632,690.306,200.75,6.34714e+06,132.342,172.761,1100
2014-08-17,159.681,348.618,203.693,894.751,231.505,6.34684e+06,152.617,129.434,1100
2014-08-24,184.135,402.001,234.892,1130.51,266.962,6.3465e+06,175.991,165.445,1100
2014-08-31,212.328,463.544,270.862,1402.38,307.84,6.3461e+06,202.94,214.973,1100
2014-09-07,244.83,534.491,312.332,1715.88,354.969,6.34564e+06,234.009,189.618,1100
2014-09-14,282.298,616.273,360.14,2077.37,409.299,6.34511e+06,269.825,331.495,1100
2014-09-21,325.486,710.536,415.251,2494.19,471.926,6.3445e+06,311.111,351.501,1100
2014-09-28,375.263,819.176,478.774,2974.78,544.112,6.3438e+06,358.699,436.786,1100
2014-07-13,83.7142,182.335,113.031,118.891,122.606,6.34795e+06,74.2489,106.559,1150
2014-07-20,95.975,208.338,125.022,246.525,139.625,6.34777e+06,84.5554,79.5138,1150
2014-07-27,109.3,236.622,141.359,389.684,159.496,6.34757e+06,96.5891,99.8599,1150
2014-08-03,124.173,268.655,160.439,551.962,181.359,6.34734e+06,109.829,120.991,1150
2014-08-10,141.002,305.036,182.175,736.198,205.972,6.34709e+06,124.735,144.901,1150
2014-08-17,160.1,346.344,206.855,945.395,233.877,6.34679e+06,141.633,95.4567,1150
2014-08-24,181.78,393.239,234.871,1182.93,265.55,6.34646e+06,160.815,195.389,1150
2014-08-31,206.39,446.471,266.675,1452.63,301.506,6.34608e+06,182.589,134.482,1150
2014-09-07,234.326,506.893,302.778,1758.85,342.321,6.34565e+06,207.306,289.643,1150
2014-09-14,266.035,575.473,343.758,2106.52,388.649,6.34516e+06,235.362,146.549,1150
2014-09-21,302.023,653.305,390.272,2501.24,441.232,6.3446e+06,267.206,279.955,1150
2014-09-28,342.864,741.629,443.062,2949.36,500.909,6.34397e+06,303.346,311.098,1150
2014-07-13,90.853,201.122,120.995,126.631,131.442,6.34791e+06,75.6586,79.6586,1200
2014-07-20,106.993,235.813,136.652,264.63,153.657,6.34771e+06,88.4457,46.5144,1200
2014-07-27,124.982,274.609,158.354,423.072,180.143,6.34747e+06,103.691,125.207,1200
2014-08-03,145.591,319.682,184.282,607.201,210.057,6.34719e+06,120.91,142.213,1200
2014-08-10,169.513,372.168,214.551,821.544,244.613,6.34687e+06,140.801,134.751,1200
2014-08-17,197.349,433.272,249.791,1071.09,284.79,6.3465e+06,163.927,188.96,1200
2014-08-24,229.748,504.395,290.807,1361.63,331.549,6.34606e+06,190.842,257.22,1200
2014-08-31,267.458,587.171,338.548,1699.86,385.975,6.34556e+06,222.169,281.901,1200
2014-09-07,311.345,683.501,394.112,2093.61,449.317,6.34497e+06,258.63,248.666,1200
2014-09-14,362.416,795.595,458.777,2551.98,523.033,6.34428e+06,301.061,189.874,1200
2014-09-21,421.841,926.019,534.025,3085.54,608.811,6.34348e+06,350.436,225.614,1200
2014-09-28,490.98,1077.75,621.582,3706.61,708.617,6.34255e+06,407.884,355.428,1200
2014-07-13,98.9969,214.751,134.118,141.245,145.426,6.34786e+06,83.9518,42.941,1250
