state	C__sierra_leone	R0__sierra_leone	phi__sierra_leone	rho__sierra_leone
0	106.558	1.2878	0.227277	0.557998
1	103.516	1.28845	0.227331	0.558794
2	110.069	1.28027	0.22801	0.556043
3	115.069	1.28244	0.227325	0.548738
4	100.192	1.29739	0.227991	0.544675
5	98.6293	1.30336	0.228669	0.541619
6	105.288	1.28686	0.224219	0.534093
7	120.411	1.28125	0.229844	0.518584
8	104.672	1.27299	0.231288	0.528498
9	85.1268	1.32694	0.237237	0.536892
10	94.972	1.40249	0.248096	0.556251
11	75.8106	1.40316	0.244362	0.59345
12	75.8106	1.40316	0.244362	0.59345
13	75.8106	1.40316	0.244362	0.59345
14	75.8106	1.40316	0.244362	0.59345
15	72.6269	1.43217	0.233848	0.594085
16	72.6269	1.43217	0.233848	0.594085
17	72.6269	1.43217	0.233848	0.594085
18	97.5577	1.36202	0.224473	0.591448
19	97.5577	1.36202	0.224473	0.591448
20	97.5577	1.36202	0.224473	0.591448
21	97.5577	1.36202	0.224473	0.591448
22	97.5577	1.36202	0.224473	0.591448
23	82.0885	1.37992	0.211599	0.633351
24	67.2894	1.41872	0.209197	0.651018
25	66.2763	1.41053	0.214622	0.658423
26	67.8384	1.34857	0.220325	0.699501
27	67.8384	1.34857	0.220325	0.699501
28	67.8384	1.34857	0.220325	0.699501
29	82.2997	1.29371	0.22221	0.689717
30	82.2997	1.29371	0.22221	0.689717
31	82.2997	1.29371	0.22221	0.689717
32	82.2997	1.29371	0.22221	0.689717
33	89.644	1.27801	0.218429	0.701515
34	89.644	1.27801	0.218429	0.701515
35	89.644	1.27801	0.218429	0.701515
36	75.8536	1.31204	0.22673	0.722376
37	75.8536	1.31204	0.22673	0.722376
38	70.3386	1.37197	0.23178	0.742883
39	72.3961	1.3268	0.231815	0.732117
40	72.3961	1.3268	0.231815	0.732117
41	81.2396	1.29271	0.228287	0.736237
42	81.2396	1.29271	0.228287	0.736237
43	82.0062	1.30606	0.222943	0.719936
44	82.0062	1.30606	0.222943	0.719936
45	82.0062	1.30606	0.222943	0.719936
46	71.8238	1.35122	0.215058	0.710419
47	71.4068	1.33186	0.212705	0.692759
48	71.4068	1.33186	0.212705	0.692759
49	71.4068	1.33186	0.212705	0.692759
50	71.4068	1.33186	0.212705	0.692759
51	67.8946	1.41215	0.213254	0.688642
52	67.8946	1.41215	0.213254	0.688642
53	67.8946	1.41215	0.213254	0.688642
54	67.8946	1.41215	0.213254	0.688642
55	87.7769	1.32927	0.216412	0.68251
56	75.205	1.31571	0.215799	0.688579
57	75.205	1.31571	0.215799	0.688579
58	72.9064	1.36565	0.218927	0.702948
59	72.9064	1.36565	0.218927	0.702948
60	75.4058	1.35081	0.214862	0.700368
61	75.4058	1.35081	0.214862	0.700368
62	77.627	1.31463	0.21847	0.692772
63	77.627	1.31463	0.21847	0.692772
64	74.9887	1.34268	0.22444	0.693305
65	75.552	1.29978	0.222481	0.707573
66	60.7982	1.41284	0.222282	0.72206
67	61.8528	1.35426	0.226986	0.711879
68	67.6453	1.34094	0.223376	0.711225
69	77.4494	1.30813	0.224796	0.714415
70	71.8639	1.31128	0.218204	0.714982
71	71.8639	1.31128	0.218204	0.714982
72	85.524	1.29022	0.211793	0.701522
73	85.524	1.29022	0.211793	0.701522
74	85.524	1.29022	0.211793	0.701522
75	85.524	1.29022	0.211793	0.701522
76	60.1791	1.36915	0.214133	0.692643
77	62.2417	1.36889	0.215266	0.698724
78	62.2417	1.36889	0.215266	0.698724
79	70.3429	1.39197	0.22201	0.71963
80	62.9859	1.43284	0.223147	0.721038
81	54.0602	1.4459	0.22388	0.718903
82	63.6415	1.48548	0.223216	0.708586
83	51.4069	1.48276	0.222872	0.710403
84	55.2976	1.42563	0.221251	0.711112
85	69.0228	1.42638	0.218921	0.702732
86	71.8964	1.33454	0.230536	0.709521
87	71.8964	1.33454	0.230536	0.709521
88	73.7801	1.31875	0.23467	0.701279
89	80.0185	1.30753	0.231745	0.702599
90	75.75	1.34931	0.23727	0.70499
91	64.4852	1.37458	0.236184	0.704982
92	64.4852	1.37458	0.236184	0.704982
93	64.4852	1.37458	0.236184	0.704982
94	64.4852	1.37458	0.236184	0.704982
95	71.6776	1.37191	0.239357	0.701723
96	76.2828	1.34627	0.237718	0.684474
97	76.2828	1.34627	0.237718	0.684474
98	80.6562	1.37958	0.235974	0.693668
99	80.6562	1.37958	0.235974	0.693668
100	67.8185	1.37396	0.240049	0.707099
101	67.8185	1.37396	0.240049	0.707099
102	77.2886	1.38564	0.239872	0.694948
103	76.6204	1.36979	0.237695	0.709692
104	86.1498	1.33445	0.239753	0.700497
105	71.8882	1.3756	0.243713	0.679469
106	71.8882	1.3756	0.243713	0.679469
107	71.8882	1.3756	0.243713	0.679469
108	71.8882	1.3756	0.243713	0.679469
109	72.1191	1.3926	0.244958	0.688187
110	73.4572	1.30204	0.244935	0.673307
111	84.5281	1.26395	0.245263	0.683815
112	95.0644	1.24383	0.248106	0.681506
113	95.0644	1.24383	0.248106	0.681506
114	82.6107	1.29786	0.249104	0.679958
115	92.3347	1.25436	0.245249	0.675993
116	80.2637	1.30036	0.248669	0.685638
117	80.2637	1.30036	0.248669	0.685638
118	80.2637	1.30036	0.248669	0.685638
119	82.3893	1.28817	0.245089	0.704091
120	82.3893	1.28817	0.245089	0.704091
121	82.3893	1.28817	0.245089	0.704091
122	82.3893	1.28817	0.245089	0.704091
123	82.3893	1.28817	0.245089	0.704091
124	82.3893	1.28817	0.245089	0.704091
125	63.7272	1.36039	0.240422	0.716331
126	63.7272	1.36039	0.240422	0.716331
127	63.7272	1.36039	0.240422	0.716331
128	70.0864	1.38371	0.237781	0.716808
129	62.2603	1.43525	0.242957	0.713068
130	62.6297	1.37383	0.24227	0.714114
131	78.1186	1.35876	0.24516	0.710811
132	76.8937	1.36737	0.2459	0.714103
133	68.7199	1.36406	0.248413	0.715202
134	68.7199	1.36406	0.248413	0.715202
135	77.0963	1.3292	0.248011	0.71001
136	77.0963	1.3292	0.248011	0.71001
137	73.009	1.35078	0.250232	0.698637
138	73.009	1.35078	0.250232	0.698637
139	73.3028	1.36599	0.24544	0.681939
140	73.3028	1.36599	0.24544	0.681939
141	73.3028	1.36599	0.24544	0.681939
142	73.3028	1.36599	0.24544	0.681939
143	73.3028	1.36599	0.24544	0.681939
144	73.3028	1.36599	0.24544	0.681939
145	94.1847	1.26061	0.239012	0.690486
146	100.156	1.24661	0.235638	0.68711
147	102.979	1.24603	0.234578	0.693433
148	108.73	1.22671	0.237225	0.674229
149	89.9087	1.28432	0.234317	0.676562
150	89.9087	1.28432	0.234317	0.676562
151	76.3113	1.3187	0.236026	0.67693
152	76.3113	1.3187	0.236026	0.67693
153	76.3113	1.3187	0.236026	0.67693
154	76.3113	1.3187	0.236026	0.67693
155	72.7679	1.35552	0.237954	0.674976
156	72.7679	1.35552	0.237954	0.674976
157	61.498	1.43975	0.245774	0.683651
158	58.5206	1.41634	0.244672	0.693191
159	58.5206	1.41634	0.244672	0.693191
160	69.9018	1.31112	0.244319	0.681352
161	88.8384	1.28258	0.242815	0.676065
162	92.2654	1.25947	0.246391	0.661544
163	92.2654	1.25947	0.246391	0.661544
164	95.1758	1.22948	0.242839	0.676114
165	80.3088	1.30665	0.23807	0.666599
166	80.3088	1.30665	0.23807	0.666599
167	80.3088	1.30665	0.23807	0.666599
168	76.0197	1.35727	0.233643	0.66452
169	70.2946	1.36965	0.233023	0.662319
170	70.2946	1.36965	0.233023	0.662319
171	70.2946	1.36965	0.233023	0.662319
172	70.2946	1.36965	0.233023	0.662319
173	68.8663	1.38776	0.230645	0.659237
174	68.8663	1.38776	0.230645	0.659237
175	68.8663	1.38776	0.230645	0.659237
176	66.6867	1.41752	0.228718	0.659449
177	66.6867	1.41752	0.228718	0.659449
178	71.0295	1.40333	0.224369	0.659019
179	84.495	1.3894	0.229024	0.628292
180	83.4362	1.34163	0.231728	0.619373
181	83.4362	1.34163	0.231728	0.619373
182	75.6803	1.34228	0.229656	0.60559
183	75.6803	1.34228	0.229656	0.60559
184	68.2564	1.45975	0.231895	0.610333
185	69.0146	1.43665	0.234992	0.614713
186	69.0146	1.43665	0.234992	0.614713
187	69.0146	1.43665	0.234992	0.614713
188	69.0146	1.43665	0.234992	0.614713
189	68.5621	1.42147	0.234659	0.611141
190	77.8833	1.37139	0.235654	0.584094
191	76.3408	1.41912	0.23555	0.578914
192	80.4353	1.41621	0.233839	0.575607
193	95.88	1.31781	0.224773	0.592511
194	95.883	1.29143	0.227595	0.608034
195	87.3923	1.32101	0.228482	0.588614
196	87.3923	1.32101	0.228482	0.588614
197	87.3923	1.32101	0.228482	0.588614
198	89.9559	1.32433	0.231942	0.577281
199	89.9559	1.32433	0.231942	0.577281
200	89.9559	1.32433	0.231942	0.577281
201	83.3523	1.34562	0.23052	0.58939
202	90.2749	1.34392	0.229488	0.582878
203	89.7071	1.31777	0.22135	0.563963
204	95.1727	1.27953	0.218229	0.573213
205	94.4193	1.30568	0.217457	0.578753
206	103.115	1.30626	0.216484	0.554897
207	100.375	1.32722	0.217727	0.533814
208	100.109	1.3264	0.223127	0.517782
209	92.3107	1.37751	0.217598	0.507058
210	98.7395	1.34238	0.220792	0.491677
211	103.209	1.36118	0.218995	0.483406
212	111.292	1.33032	0.219548	0.495919
213	105.831	1.38464	0.214165	0.476566
214	105.831	1.38464	0.214165	0.476566
215	94.6473	1.37788	0.209335	0.497149
216	107.498	1.34044	0.212845	0.499121
217	103.54	1.36253	0.214999	0.49396
218	121.353	1.3118	0.216906	0.474853
219	121.353	1.3118	0.216906	0.474853
220	121.353	1.3118	0.216906	0.474853
221	109.189	1.41664	0.212452	0.47854
222	109.238	1.34838	0.20923	0.457542
223	109.238	1.34838	0.20923	0.457542
224	105.608	1.35806	0.209591	0.484115
225	105.608	1.35806	0.209591	0.484115
226	85.3883	1.38758	0.206255	0.50521
227	81.4507	1.42767	0.204584	0.515992
228	77.7325	1.41663	0.206167	0.54414
229	77.7325	1.41663	0.206167	0.54414
230	77.7325	1.41663	0.206167	0.54414
231	77.7325	1.41663	0.206167	0.54414
232	77.7325	1.41663	0.206167	0.54414
233	77.7325	1.41663	0.206167	0.54414
234	116.761	1.31741	0.206144	0.53311
235	116.761	1.31741	0.206144	0.53311
236	116.761	1.31741	0.206144	0.53311
237	114.436	1.3021	0.205473	0.537693
238	114.436	1.3021	0.205473	0.537693
239	114.436	1.3021	0.205473	0.537693
240	90.4296	1.33477	0.217396	0.54484
241	90.4296	1.33477	0.217396	0.54484
242	90.4296	1.33477	0.217396	0.54484
243	102.551	1.32244	0.217884	0.550245
244	112.49	1.25843	0.222516	0.562917
245	112.49	1.25843	0.222516	0.562917
246	93.4605	1.27903	0.225416	0.576858
247	85.2877	1.38905	0.229745	0.592397
248	88.8239	1.36632	0.232408	0.597618
249	88.8239	1.36632	0.232408	0.597618
250	79.7701	1.38296	0.231048	0.592409
251	77.6179	1.38221	0.226819	0.575574
252	77.6179	1.38221	0.226819	0.575574
253	103.148	1.29354	0.222484	0.5834
254	95.2872	1.33031	0.222051	0.589828
255	116.366	1.2918	0.215956	0.570428
256	82.8133	1.37957	0.228929	0.557034
257	82.8133	1.37957	0.228929	0.557034
258	82.8133	1.37957	0.228929	0.557034
259	82.8133	1.37957	0.228929	0.557034
260	72.9638	1.40787	0.223716	0.564156
261	74.7637	1.39862	0.221974	0.571707
262	76.2733	1.41037	0.22349	0.561895
263	76.2733	1.41037	0.22349	0.561895
264	77.0612	1.41713	0.219297	0.551941
265	92.1289	1.41906	0.221415	0.561599
266	88.9491	1.39296	0.226756	0.540177
267	102.992	1.34652	0.224372	0.543322
268	102.992	1.34652	0.224372	0.543322
269	102.992	1.34652	0.224372	0.543322
270	97.5215	1.35701	0.21833	0.535406
271	87.8843	1.33123	0.215687	0.561228
272	81.4432	1.35399	0.21818	0.57459
273	81.4432	1.35399	0.21818	0.57459
274	89.4248	1.34812	0.222936	0.584587
275	80.2736	1.40219	0.226775	0.579061
276	79.338	1.44149	0.22907	0.588173
277	79.338	1.44149	0.22907	0.588173
278	74.3645	1.37554	0.223175	0.597169
279	83.8034	1.36155	0.229489	0.56667
280	83.8034	1.36155	0.229489	0.56667
281	83.8034	1.36155	0.229489	0.56667
282	84.2459	1.35445	0.227379	0.573218
283	84.2459	1.35445	0.227379	0.573218
284	95.8178	1.33181	0.230781	0.590238
285	84.4175	1.34156	0.23082	0.59023
286	84.4175	1.34156	0.23082	0.59023
287	84.4175	1.34156	0.23082	0.59023
288	96.8258	1.2914	0.233074	0.60075
289	100.125	1.28141	0.22896	0.605923
290	100.125	1.28141	0.22896	0.605923
291	96.0755	1.30002	0.233428	0.610008
292	96.0755	1.30002	0.233428	0.610008
293	102.5	1.27747	0.230061	0.596823
294	91.4693	1.33944	0.23318	0.585506
295	87.2716	1.35314	0.231415	0.603223
296	85.7583	1.37004	0.227273	0.596899
297	86.8717	1.37277	0.22596	0.594939
298	75.0625	1.3575	0.228868	0.5977
299	74.028	1.40805	0.228713	0.603438
300	74.028	1.40805	0.228713	0.603438
301	80.4136	1.38588	0.234402	0.594644
302	79.6816	1.42489	0.234341	0.57449
303	79.6816	1.42489	0.234341	0.57449
304	79.6816	1.42489	0.234341	0.57449
305	79.7909	1.44563	0.235646	0.570411
306	75.5039	1.39622	0.229651	0.546548
307	98.6663	1.33221	0.227107	0.548944
308	85.1421	1.37471	0.229104	0.55027
309	85.1421	1.37471	0.229104	0.55027
310	85.5512	1.34416	0.225658	0.556177
311	85.5512	1.34416	0.225658	0.556177
312	85.5512	1.34416	0.225658	0.556177
313	99.2697	1.30589	0.231562	0.546428
314	99.2697	1.30589	0.231562	0.546428
315	99.2697	1.30589	0.231562	0.546428
316	100.322	1.33759	0.23418	0.540113
317	101.989	1.33323	0.236928	0.538651
318	88.0157	1.34516	0.23866	0.533478
319	88.0157	1.34516	0.23866	0.533478
320	92.9342	1.34297	0.235412	0.530698
321	102.264	1.32199	0.239526	0.520659
322	100.03	1.30766	0.238559	0.529995
323	97.8875	1.30804	0.234801	0.530409
324	97.8875	1.30804	0.234801	0.530409
325	97.8875	1.30804	0.234801	0.530409
326	97.9481	1.31277	0.235473	0.525462
327	97.9481	1.31277	0.235473	0.525462
328	97.9481	1.31277	0.235473	0.525462
329	112.482	1.29579	0.236909	0.514591
330	96.2844	1.36601	0.2348	0.500967
331	96.2844	1.36601	0.2348	0.500967
332	96.2844	1.36601	0.2348	0.500967
333	96.2844	1.36601	0.2348	0.500967
334	96.5457	1.34679	0.233195	0.516136
335	96.5457	1.34679	0.233195	0.516136
336	98.224	1.34735	0.230193	0.513903
337	99.7075	1.33306	0.226944	0.521194
338	98.1702	1.36821	0.233082	0.511445
339	88.6004	1.41339	0.239215	0.503309
340	87.0985	1.4343	0.241148	0.509116
341	87.0985	1.4343	0.241148	0.509116
342	101.886	1.35143	0.240339	0.528328
343	104.18	1.3088	0.246182	0.548993
344	105.976	1.28762	0.246048	0.576705
345	105.976	1.28762	0.246048	0.576705
346	100.576	1.26764	0.247821	0.557328
347	107.805	1.25625	0.252975	0.558102
348	122.234	1.26704	0.25101	0.560519
349	111.015	1.27073	0.247234	0.534582
350	124.191	1.24454	0.2476	0.551492
351	138.577	1.21687	0.243686	0.536939
352	86.8707	1.33249	0.245968	0.557181
353	86.8707	1.33249	0.245968	0.557181
354	105.838	1.36085	0.243499	0.53943
355	79.6219	1.37116	0.241279	0.534282
356	95.3974	1.33026	0.243271	0.538592
357	95.3974	1.33026	0.243271	0.538592
358	95.3974	1.33026	0.243271	0.538592
359	94.0515	1.30262	0.233975	0.53472
360	88.5885	1.37133	0.233559	0.53325
361	79.8762	1.435	0.236679	0.537825
362	92.8196	1.40311	0.242151	0.519455
363	92.8196	1.40311	0.242151	0.519455
364	92.8196	1.40311	0.242151	0.519455
365	92.8196	1.40311	0.242151	0.519455
366	73.4217	1.45975	0.24203	0.541026
367	73.4217	1.45975	0.24203	0.541026
368	73.4217	1.45975	0.24203	0.541026
369	73.4217	1.45975	0.24203	0.541026
370	85.0635	1.37701	0.241627	0.563358
371	80.5933	1.38579	0.240307	0.588159
372	80.5933	1.38579	0.240307	0.588159
373	80.5933	1.38579	0.240307	0.588159
374	80.5933	1.38579	0.240307	0.588159
375	80.5933	1.38579	0.240307	0.588159
376	88.3691	1.3645	0.240908	0.572841
377	100.435	1.33294	0.242677	0.56419
378	106.508	1.29434	0.249677	0.579013
379	93.6565	1.30531	0.254456	0.56532
380	93.6565	1.30531	0.254456	0.56532
381	93.6565	1.30531	0.254456	0.56532
382	93.6565	1.30531	0.254456	0.56532
383	93.6565	1.30531	0.254456	0.56532
384	86.4271	1.32705	0.251403	0.556094
385	94.0931	1.32864	0.248274	0.552416
386	111.581	1.27887	0.246666	0.558098
387	110.414	1.24122	0.251339	0.593377
388	85.0745	1.36775	0.252487	0.588051
389	85.0745	1.36775	0.252487	0.588051
390	85.0745	1.36775	0.252487	0.588051
391	84.8622	1.37803	0.249941	0.580541
392	90.1565	1.32943	0.249454	0.59837
393	71.3628	1.37373	0.24843	0.622191
394	77.9873	1.34102	0.25648	0.604362
395	85.9214	1.38297	0.255741	0.59462
396	90.3107	1.32351	0.26179	0.5688
397	90.3107	1.32351	0.26179	0.5688
398	90.3107	1.32351	0.26179	0.5688
399	83.1997	1.36937	0.258399	0.571869
400	80.1953	1.35653	0.253371	0.563148
401	80.5125	1.40899	0.259983	0.585694
402	76.5421	1.43412	0.257735	0.582586
403	76.5421	1.43412	0.257735	0.582586
404	67.8752	1.44643	0.25017	0.560147
405	80.3089	1.43619	0.249653	0.563352
406	80.3089	1.43619	0.249653	0.563352
407	78.0208	1.44909	0.243788	0.554983
408	78.0208	1.44909	0.243788	0.554983
409	84.6533	1.39513	0.243261	0.541126
410	84.6533	1.39513	0.243261	0.541126
411	84.6533	1.39513	0.243261	0.541126
412	84.6533	1.39513	0.243261	0.541126
413	84.6533	1.39513	0.243261	0.541126
414	83.8847	1.39123	0.241212	0.546128
415	83.8847	1.39123	0.241212	0.546128
416	83.8847	1.39123	0.241212	0.546128
417	94.4713	1.39607	0.240734	0.517378
418	79.9083	1.42012	0.242199	0.525994
419	77.9763	1.40895	0.240945	0.534347
420	80.4348	1.34677	0.253059	0.53143
421	80.4348	1.34677	0.253059	0.53143
422	120.908	1.29619	0.255184	0.543327
423	80.2907	1.44736	0.251871	0.53295
424	80.2907	1.44736	0.251871	0.53295
425	80.2907	1.44736	0.251871	0.53295
426	70.0008	1.52659	0.259398	0.545892
427	70.0008	1.52659	0.259398	0.545892
428	100.868	1.36891	0.263278	0.54727
429	100.868	1.36891	0.263278	0.54727
430	90.1263	1.38389	0.267898	0.542167
431	81.6645	1.35654	0.264109	0.542488
432	104.515	1.374	0.263261	0.510616
433	78.212	1.40826	0.258911	0.525715
434	87.0155	1.43953	0.255477	0.509089
435	87.0155	1.43953	0.255477	0.509089
436	81.2228	1.46066	0.258121	0.497946
437	81.2228	1.46066	0.258121	0.497946
438	81.2228	1.46066	0.258121	0.497946
439	81.906	1.45671	0.255959	0.488031
440	81.906	1.45671	0.255959	0.488031
441	102.221	1.39349	0.260502	0.503376
442	95.9892	1.38077	0.257243	0.461036
443	97.1643	1.41227	0.258819	0.446872
444	92.1567	1.41086	0.25748	0.449147
445	119.43	1.34424	0.256887	0.453276
446	142.345	1.30183	0.260119	0.463702
447	111.916	1.38736	0.249355	0.467503
448	91.8893	1.38998	0.24416	0.467526
449	109.849	1.38114	0.24836	0.469488
450	120.865	1.31973	0.247931	0.459109
451	121.258	1.26816	0.241395	0.469104
452	115.628	1.32443	0.239603	0.480727
453	110.573	1.3407	0.245051	0.477125
454	106.318	1.3452	0.239615	0.465116
455	106.318	1.3452	0.239615	0.465116
456	109.977	1.31925	0.237015	0.44054
457	113.523	1.30791	0.242814	0.449819
458	123.044	1.35072	0.244064	0.444696
459	98.6261	1.36261	0.24249	0.448798
460	110.733	1.38009	0.237369	0.433048
461	130.13	1.33228	0.252593	0.407697
462	121.064	1.29852	0.254903	0.415544
463	139.171	1.30156	0.253744	0.41539
464	139.171	1.30156	0.253744	0.41539
465	139.171	1.30156	0.253744	0.41539
466	125.37	1.30332	0.253235	0.417014
467	131.278	1.36852	0.247803	0.39299
468	134.744	1.35534	0.25123	0.3946
469	89.5325	1.40174	0.246925	0.42228
470	101.639	1.38872	0.251298	0.434782
471	98.4005	1.35703	0.253028	0.440787
472	114.819	1.28898	0.246215	0.456495
473	161.603	1.1947	0.247162	0.4426
474	138.566	1.20891	0.247682	0.472062
475	138.566	1.20891	0.247682	0.472062
476	159.032	1.20315	0.238133	0.465974
477	152.784	1.20166	0.240666	0.465169
478	126.18	1.26272	0.242657	0.475292
479	126.18	1.26272	0.242657	0.475292
480	129.311	1.26669	0.243669	0.469167
481	125.95	1.28689	0.240702	0.464344
482	125.95	1.28689	0.240702	0.464344
483	132.262	1.26819	0.239038	0.477136
484	132.262	1.26819	0.239038	0.477136
485	132.262	1.26819	0.239038	0.477136
486	114.038	1.30119	0.241168	0.470289
487	115.47	1.32806	0.238606	0.463456
488	115.47	1.32806	0.238606	0.463456
489	115.47	1.32806	0.238606	0.463456
490	115.47	1.32806	0.238606	0.463456
491	95.1946	1.38001	0.235965	0.464119
492	113.572	1.31466	0.235665	0.455908
493	114.437	1.30844	0.231113	0.457035
494	116.923	1.33606	0.229183	0.474856
495	113.548	1.29084	0.233043	0.478166
496	114.259	1.28441	0.24072	0.489947
497	114.259	1.28441	0.24072	0.489947
498	98.5317	1.30782	0.241274	0.527618
499	98.5317	1.30782	0.241274	0.527618
500	98.5317	1.30782	0.241274	0.527618
501	108.468	1.26954	0.243962	0.538863
502	95.6638	1.25501	0.23897	0.67513
503	119.475	1.2388	0.216915	0.608381
504	85.701	1.28129	0.215479	0.71942
505	82.5696	1.39	0.209295	0.571696
506	92.9884	1.30691	0.200904	0.651407
507	125.732	1.3213	0.217324	0.411167
508	114.983	1.30874	0.225701	0.490803
509	114.983	1.30874	0.225701	0.490803
510	125.595	1.2839	0.219372	0.468125
511	125.595	1.2839	0.219372	0.468125
512	124.65	1.33366	0.19373	0.436549
513	126.656	1.38013	0.206995	0.40554
514	136.464	1.37119	0.164858	0.371081
515	136.464	1.37119	0.164858	0.371081
516	125.563	1.39039	0.174338	0.382011
517	105.606	1.40921	0.165012	0.465874
518	103.808	1.38213	0.171178	0.424157
519	71.5581	1.40309	0.220046	0.627596
520	99.5718	1.42567	0.163974	0.449737
521	98.2998	1.38674	0.167511	0.50692
522	107.161	1.28033	0.161571	0.572875
523	96.5392	1.30225	0.158517	0.599025
524	79.7484	1.31532	0.197509	0.675609
525	89.5742	1.33894	0.196866	0.573691
526	84.5357	1.32436	0.174574	0.60039
527	74.7102	1.32248	0.215543	0.671291
528	88.0916	1.30683	0.224506	0.617815
529	82.0271	1.32959	0.220136	0.607857
530	89.4395	1.31767	0.227337	0.601715
531	83.6222	1.36433	0.234009	0.577104
532	93.2122	1.40165	0.228519	0.543555
533	104.314	1.38247	0.222629	0.456822
534	136.505	1.34944	0.231031	0.338249
535	123.664	1.34795	0.289655	0.425275
536	75.8726	1.38484	0.2973	0.618358
537	93.9376	1.26988	0.279701	0.61299
538	78.4642	1.28389	0.257494	0.682305
539	78.4642	1.28389	0.257494	0.682305
540	87.8062	1.35421	0.253607	0.580907
541	87.8062	1.35421	0.253607	0.580907
542	57.6544	1.35585	0.270378	0.709495
543	57.6544	1.35585	0.270378	0.709495
544	92.0255	1.36099	0.25644	0.534655
545	103.671	1.35304	0.275267	0.563845
546	104.939	1.2754	0.254805	0.518382
547	96.2848	1.32208	0.257561	0.481011
548	72.1926	1.34445	0.24718	0.620683
549	68.0585	1.33723	0.209558	0.673427
550	105.603	1.35709	0.249062	0.446405
551	99.8714	1.34021	0.264113	0.480195
552	99.8714	1.34021	0.264113	0.480195
553	91.9832	1.31209	0.235316	0.526025
554	86.6252	1.3817	0.254361	0.516909
555	87.0333	1.39895	0.226964	0.555322
556	86.1435	1.31965	0.226508	0.60838
557	102.255	1.2997	0.213389	0.581554
558	88.6784	1.32902	0.178856	0.664258
559	66.3415	1.31431	0.200111	0.794958
560	61.1926	1.36583	0.209431	0.855369
561	62.5572	1.38105	0.197586	0.76688
562	74.7981	1.33736	0.185068	0.717296
563	94.0459	1.37181	0.215642	0.559363
564	131.715	1.28279	0.159969	0.525553
565	138.953	1.25433	0.166261	0.515073
566	138.953	1.25433	0.166261	0.515073
567	158.515	1.26854	0.158313	0.425118
568	167.227	1.26025	0.157266	0.432607
569	167.227	1.26025	0.157266	0.432607
570	163.85	1.33558	0.182883	0.329186
571	168.752	1.32741	0.171469	0.337943
572	62.4743	1.44983	0.231456	0.708007
573	72.952	1.3723	0.213451	0.722982
574	100.311	1.39804	0.204543	0.499173
575	82.2365	1.42612	0.192266	0.555115
576	96.2156	1.34422	0.228815	0.536851
577	80.6135	1.32676	0.219228	0.633442
578	80.6135	1.32676	0.219228	0.633442
579	80.6135	1.32676	0.219228	0.633442
580	74.1968	1.3625	0.193919	0.673145
581	74.1968	1.3625	0.193919	0.673145
582	94.1755	1.36153	0.195675	0.538914
583	94.1755	1.36153	0.195675	0.538914
584	94.1755	1.36153	0.195675	0.538914
585	94.1755	1.36153	0.195675	0.538914
586	94.1755	1.36153	0.195675	0.538914
587	85.673	1.34716	0.180753	0.591332
588	107.692	1.29675	0.182591	0.533682
589	107.692	1.29675	0.182591	0.533682
590	97.474	1.2934	0.208703	0.584783
591	96.292	1.25263	0.176264	0.639484
592	70.8384	1.30176	0.265622	0.688299
593	84.6378	1.31373	0.237898	0.642008
594	121.248	1.28563	0.212634	0.484959
595	110.47	1.34304	0.233759	0.494407
596	75.8643	1.41269	0.232978	0.594806
597	75.8643	1.41269	0.232978	0.594806
598	75.8643	1.41269	0.232978	0.594806
599	96.1268	1.25039	0.227093	0.609803
600	103.07	1.31785	0.189525	0.572712
601	97.8626	1.32372	0.206313	0.564219
602	97.8626	1.32372	0.206313	0.564219
603	71.8719	1.35738	0.199629	0.67042
604	101.461	1.39274	0.174719	0.490354
605	101.461	1.39274	0.174719	0.490354
606	75.5364	1.36712	0.20125	0.591584
607	92.0965	1.31333	0.201548	0.636834
608	77.3415	1.34954	0.209012	0.653254
609	70.27	1.36968	0.224815	0.667359
610	69.0163	1.38547	0.228463	0.618931
611	66.8112	1.39906	0.240384	0.702998
612	79.2738	1.40588	0.15518	0.570193
613	84.6035	1.30609	0.148469	0.654863
614	94.553	1.33796	0.12032	0.562212
615	107.674	1.33157	0.166024	0.488256
616	107.674	1.33157	0.166024	0.488256
617	129.098	1.32479	0.16608	0.458943
618	105.625	1.33892	0.185994	0.528568
619	105.584	1.37263	0.209562	0.459934
620	114.077	1.31423	0.215853	0.523057
621	126.545	1.31191	0.170042	0.453734
622	120.518	1.29825	0.178583	0.459749
623	94.6987	1.28285	0.170453	0.605421
624	118.242	1.35965	0.196245	0.402174
625	133.445	1.34712	0.217507	0.382712
626	91.7483	1.35222	0.230221	0.538415
627	91.7483	1.35222	0.230221	0.538415
628	116.87	1.35141	0.20037	0.431165
629	116.87	1.35141	0.20037	0.431165
630	83.8072	1.29899	0.279755	0.623653
631	80.7533	1.40538	0.274946	0.609919
632	88.4152	1.27686	0.199139	0.658532
633	88.4152	1.27686	0.199139	0.658532
634	74.0859	1.31173	0.158802	0.77212
635	87.2771	1.31545	0.150549	0.624396
636	84.6053	1.32878	0.144375	0.659759
637	74.0882	1.30005	0.157056	0.753432
638	74.0882	1.30005	0.157056	0.753432
639	80.5497	1.28538	0.144037	0.726866
640	103.931	1.34343	0.163392	0.561366
641	123.718	1.26091	0.20183	0.461611
642	91.279	1.32704	0.184491	0.537895
643	119.821	1.30644	0.226822	0.511447
