state	C__sierra_leone	R0__sierra_leone	phi__sierra_leone	rho__sierra_leone
2504	107.843	1.29898	0.213038	0.566321
2505	109.937	1.31432	0.238211	0.514886
2506	150.088	1.352	0.172288	0.35112
2507	133.337	1.37367	0.196393	0.371881
2508	78.12	1.46595	0.208642	0.577393
2509	89.3944	1.40198	0.20922	0.527529
2510	84.2897	1.39167	0.255901	0.535838
2511	80.9239	1.36084	0.268877	0.627022
2512	122.377	1.33807	0.2186	0.419365
2513	122.377	1.33807	0.2186	0.419365
2514	73.7171	1.31278	0.213974	0.699876
2515	98.5942	1.33095	0.159943	0.593126
2516	104.32	1.34635	0.19676	0.488159
2517	104.32	1.34635	0.19676	0.488159
2518	83.6989	1.38921	0.256979	0.535924
2519	79.6543	1.49652	0.271533	0.495328
2520	50.0847	1.44876	0.30968	0.768608
2521	57.3373	1.36513	0.207338	0.82694
2522	57.3373	1.36513	0.207338	0.82694
2523	77.771	1.31175	0.291126	0.76715
2524	70.7045	1.41938	0.344013	0.663381
2525	70.7045	1.41938	0.344013	0.663381
2526	70.7045	1.41938	0.344013	0.663381
2527	70.7045	1.41938	0.344013	0.663381
2528	82.4937	1.37302	0.13381	0.711907
2529	67.3549	1.41089	0.0859753	0.702681
2530	79.3521	1.38582	0.153668	0.699965
2531	87.9751	1.40269	0.231781	0.606601
2532	92.3089	1.2703	0.25595	0.635878
2533	79.7522	1.30018	0.249392	0.693151
2534	131.109	1.34946	0.20041	0.42564
2535	134.935	1.348	0.180554	0.404591
2536	105.296	1.33896	0.226117	0.436976
2537	121.101	1.31447	0.173815	0.439153
2538	90.6162	1.33599	0.201912	0.566236
2539	117.281	1.31174	0.207092	0.526816
2540	125.023	1.34955	0.183096	0.390413
2541	101.397	1.35219	0.173502	0.55463
2542	78.8969	1.34213	0.185723	0.689468
2543	125.183	1.2909	0.254274	0.463858
2544	155.045	1.32	0.172063	0.351057
2545	150.951	1.28625	0.163311	0.418317
2546	147.064	1.29927	0.203182	0.437413
2547	135.272	1.38808	0.234427	0.351258
2548	107.643	1.36941	0.16643	0.520093
2549	103.581	1.2734	0.182632	0.579275
2550	84.7507	1.3542	0.165133	0.648263
2551	84.7507	1.3542	0.165133	0.648263
2552	100.505	1.33635	0.178838	0.608125
2553	125.658	1.31614	0.173677	0.409761
2554	85.9951	1.33966	0.199404	0.577603
2555	85.9951	1.33966	0.199404	0.577603
2556	110.779	1.30546	0.246092	0.575933
2557	113.507	1.26588	0.220266	0.521574
2558	114.074	1.29071	0.12728	0.523124
2559	82.0681	1.33609	0.132153	0.623845
2560	82.0681	1.33609	0.132153	0.623845
2561	70.9977	1.3831	0.252808	0.615909
2562	87.0466	1.37433	0.197653	0.616477
2563	75.6828	1.3222	0.140263	0.783089
2564	75.6828	1.3222	0.140263	0.783089
2565	71.417	1.35462	0.244751	0.756887
2566	81.9991	1.29529	0.241245	0.729491
2567	81.9991	1.29529	0.241245	0.729491
2568	73.3367	1.34851	0.229148	0.666487
2569	97.9661	1.35324	0.131691	0.54013
2570	81.4286	1.35059	0.158621	0.643896
2571	81.4286	1.35059	0.158621	0.643896
2572	81.4286	1.35059	0.158621	0.643896
2573	70.4224	1.31204	0.19483	0.751531
2574	65.7264	1.30386	0.224642	0.839864
2575	63.9247	1.37591	0.290406	0.752567
2576	79.5427	1.34906	0.233613	0.728667
2577	86.7237	1.25933	0.204951	0.750418
2578	86.7237	1.25933	0.204951	0.750418
2579	86.7237	1.25933	0.204951	0.750418
2580	124.228	1.23486	0.235793	0.586313
2581	79.807	1.37745	0.224112	0.598019
2582	106.095	1.3019	0.214174	0.530955
2583	106.095	1.3019	0.214174	0.530955
2584	82.9633	1.32539	0.196227	0.716436
2585	109.449	1.41553	0.215086	0.403499
2586	68.8713	1.39077	0.149534	0.669975
2587	86.4659	1.35752	0.147017	0.660958
2588	78.0653	1.3374	0.222678	0.730699
2589	85.0322	1.33412	0.237264	0.678057
2590	73.5168	1.37238	0.260058	0.643521
2591	84.5953	1.30736	0.230093	0.654811
2592	89.3489	1.30873	0.234212	0.571324
2593	98.7858	1.30746	0.337901	0.465518
2594	85.7217	1.30566	0.362732	0.556715
2595	89.534	1.38698	0.233319	0.591068
2596	79.6371	1.35145	0.137741	0.714101
2597	66.3791	1.32126	0.166922	0.844792
2598	70.1803	1.35008	0.246355	0.765212
2599	84.8343	1.37529	0.181129	0.56649
2600	81.1837	1.35965	0.136117	0.631651
2601	76.8236	1.39776	0.201926	0.620235
2602	104.684	1.36356	0.21939	0.508889
2603	104.684	1.36356	0.21939	0.508889
2604	96.8761	1.35485	0.299528	0.532201
2605	73.2191	1.39011	0.325122	0.704384
2606	63.3033	1.36301	0.349907	0.80062
2607	63.3033	1.36301	0.349907	0.80062
2608	85.6317	1.36988	0.303359	0.62986
2609	75.3648	1.34382	0.225424	0.673643
2610	88.2285	1.37429	0.197161	0.543264
2611	91.5079	1.39503	0.163836	0.517882
2612	91.5079	1.39503	0.163836	0.517882
2613	97.7184	1.38085	0.194456	0.486219
2614	123.667	1.36712	0.132328	0.415257
2615	123.667	1.36712	0.132328	0.415257
2616	123.667	1.36712	0.132328	0.415257
2617	77.5442	1.36476	0.238846	0.632727
2618	77.5442	1.36476	0.238846	0.632727
2619	77.5442	1.36476	0.238846	0.632727
2620	76.8193	1.31924	0.240807	0.585054
2621	77.1695	1.2979	0.347929	0.632857
2622	71.6315	1.37582	0.215408	0.752659
2623	57.2949	1.33591	0.234148	0.89615
2624	63.8925	1.35887	0.158856	0.854094
2625	66.3275	1.36867	0.187099	0.788698
2626	66.3275	1.36867	0.187099	0.788698
2627	87.3686	1.33073	0.146221	0.685899
2628	103.427	1.34012	0.171855	0.516548
2629	103.427	1.34012	0.171855	0.516548
2630	103.427	1.34012	0.171855	0.516548
2631	103.041	1.32377	0.175384	0.510393
2632	103.041	1.32377	0.175384	0.510393
2633	97.138	1.32806	0.186945	0.55664
2634	97.138	1.32806	0.186945	0.55664
2635	97.138	1.32806	0.186945	0.55664
2636	78.1863	1.35379	0.160198	0.658307
2637	78.1863	1.35379	0.160198	0.658307
2638	78.1863	1.35379	0.160198	0.658307
2639	95.7516	1.35298	0.139166	0.562345
2640	95.7516	1.35298	0.139166	0.562345
2641	95.7516	1.35298	0.139166	0.562345
2642	92.9307	1.34292	0.108577	0.561504
2643	84.9276	1.35158	0.113567	0.579505
2644	84.9276	1.35158	0.113567	0.579505
2645	68.6393	1.31427	0.21057	0.716378
2646	88.2531	1.36215	0.0973098	0.582625
2647	88.2531	1.36215	0.0973098	0.582625
2648	110.627	1.25345	0.200032	0.578265
2649	91.9307	1.27788	0.19876	0.614693
2650	96.7874	1.28225	0.171443	0.633467
2651	106.167	1.2953	0.153223	0.580879
2652	81.8976	1.33789	0.175613	0.63865
2653	79.9205	1.2803	0.202883	0.682862
2654	78.1068	1.36544	0.249176	0.551179
2655	97.7739	1.30267	0.292618	0.565862
2656	97.7739	1.30267	0.292618	0.565862
2657	83.7775	1.31698	0.255111	0.615114
2658	83.7775	1.31698	0.255111	0.615114
2659	89.5697	1.30618	0.197847	0.604464
2660	75.908	1.36508	0.221624	0.672726
2661	75.908	1.36508	0.221624	0.672726
2662	68.9399	1.40008	0.172903	0.638704
2663	68.9399	1.40008	0.172903	0.638704
2664	68.9399	1.40008	0.172903	0.638704
2665	68.9399	1.40008	0.172903	0.638704
2666	72.8129	1.3722	0.205329	0.65105
2667	91.136	1.38589	0.221167	0.501729
2668	100.346	1.32966	0.180602	0.553571
2669	90.0529	1.32146	0.19954	0.621393
2670	118.922	1.33009	0.147376	0.403781
2671	105.049	1.30199	0.21159	0.50822
2672	105.049	1.30199	0.21159	0.50822
2673	85.1557	1.27299	0.1888	0.704955
2674	67.086	1.33544	0.157956	0.772747
2675	65.656	1.4036	0.174546	0.682547
2676	81.8593	1.33961	0.161545	0.626818
2677	73.583	1.39863	0.204604	0.633589
2678	73.3268	1.42471	0.227642	0.67104
2679	65.5006	1.4672	0.221126	0.619782
2680	105.137	1.44663	0.182116	0.424284
2681	105.137	1.44663	0.182116	0.424284
2682	97.0499	1.40283	0.188386	0.473866
2683	97.0499	1.40283	0.188386	0.473866
2684	97.0499	1.40283	0.188386	0.473866
2685	80.1432	1.44556	0.168811	0.530037
2686	93.7614	1.41309	0.113325	0.521067
2687	146.028	1.29771	0.158147	0.416223
2688	146.028	1.29771	0.158147	0.416223
2689	132.143	1.36275	0.202691	0.41321
2690	84.1824	1.37614	0.141006	0.619114
2691	99.4391	1.34042	0.14119	0.505716
2692	99.8008	1.33598	0.120859	0.581657
2693	104.389	1.3495	0.135173	0.480063
2694	111.259	1.34146	0.166234	0.437782
2695	72.1865	1.3324	0.224266	0.699611
2696	91.0646	1.28319	0.298698	0.635746
2697	76.0585	1.33949	0.256242	0.715813
2698	76.0585	1.33949	0.256242	0.715813
2699	67.0934	1.3559	0.257716	0.695952
2700	91.6099	1.36645	0.17095	0.546106
2701	91.1882	1.3483	0.164235	0.564753
2702	91.1882	1.3483	0.164235	0.564753
2703	91.1882	1.3483	0.164235	0.564753
2704	86.0676	1.36467	0.104734	0.599025
2705	86.0676	1.36467	0.104734	0.599025
2706	98.078	1.38083	0.11764	0.466629
2707	113.729	1.33071	0.186681	0.471566
2708	113.729	1.33071	0.186681	0.471566
2709	113.729	1.33071	0.186681	0.471566
2710	113.729	1.33071	0.186681	0.471566
2711	88.6224	1.31025	0.20349	0.588054
2712	77.8209	1.33465	0.217044	0.627893
2713	77.8209	1.33465	0.217044	0.627893
2714	87.1962	1.30336	0.30649	0.618114
2715	64.244	1.28006	0.311696	0.78124
2716	67.4182	1.38339	0.194549	0.638996
2717	70.3247	1.34213	0.244965	0.66068
2718	99.0799	1.36853	0.248889	0.541779
2719	99.0799	1.36853	0.248889	0.541779
2720	92.7478	1.31227	0.179098	0.594444
2721	92.7478	1.31227	0.179098	0.594444
2722	83.6913	1.31655	0.191119	0.71715
2723	62.3388	1.39981	0.231555	0.789182
2724	55.9004	1.45033	0.159664	0.728813
2725	83.2608	1.36112	0.217414	0.676796
2726	113.517	1.31266	0.191567	0.479836
2727	121.792	1.34956	0.175957	0.45762
2728	121.792	1.34956	0.175957	0.45762
2729	113.472	1.38368	0.187588	0.429769
2730	85.7865	1.32106	0.291027	0.612095
2731	69.6773	1.39108	0.375042	0.590387
2732	78.039	1.44083	0.375958	0.517355
2733	89.1191	1.44888	0.263963	0.514337
2734	74.759	1.32021	0.15263	0.708492
2735	119.871	1.30743	0.174006	0.474743
2736	119.871	1.30743	0.174006	0.474743
2737	107.168	1.36184	0.151306	0.51193
2738	107.168	1.36184	0.151306	0.51193
2739	88.0035	1.37979	0.123636	0.583494
2740	94.4708	1.32391	0.17288	0.612693
2741	113.157	1.32383	0.158863	0.482563
2742	112.829	1.31108	0.176635	0.518212
2743	112.829	1.31108	0.176635	0.518212
2744	90.166	1.4468	0.206568	0.496396
2745	90.166	1.4468	0.206568	0.496396
2746	106.949	1.42089	0.187984	0.453024
2747	86.2607	1.28118	0.260594	0.637817
2748	97.4218	1.28284	0.137911	0.662467
2749	97.4218	1.28284	0.137911	0.662467
2750	101.968	1.30406	0.165758	0.618344
2751	89.385	1.27968	0.211616	0.672968
2752	89.385	1.27968	0.211616	0.672968
2753	132.784	1.26996	0.221408	0.484926
2754	124.068	1.34485	0.198218	0.389853
2755	99.0277	1.4109	0.336226	0.522357
2756	108.956	1.4572	0.187184	0.400431
2757	106.49	1.42974	0.197273	0.396333
2758	93.1974	1.39881	0.122673	0.517126
2759	80.5155	1.34123	0.167892	0.623184
2760	94.6215	1.33556	0.206527	0.586053
2761	139.522	1.2778	0.144025	0.452625
2762	137.421	1.26459	0.200047	0.47572
2763	76.8204	1.32679	0.275869	0.580953
2764	67.6148	1.36727	0.213387	0.663013
2765	69.523	1.34137	0.179068	0.71928
2766	80.5334	1.33552	0.272408	0.615571
2767	94.6435	1.29543	0.177281	0.634368
2768	86.4409	1.35473	0.134594	0.567841
2769	86.4409	1.35473	0.134594	0.567841
2770	78.1633	1.31527	0.157506	0.720275
2771	78.1633	1.31527	0.157506	0.720275
2772	78.1633	1.31527	0.157506	0.720275
2773	78.1633	1.31527	0.157506	0.720275
2774	78.1633	1.31527	0.157506	0.720275
2775	109.265	1.26767	0.157767	0.560053
2776	109.265	1.26767	0.157767	0.560053
2777	109.265	1.26767	0.157767	0.560053
2778	95.5875	1.35816	0.190147	0.510469
2779	88.5214	1.37508	0.132111	0.584986
2780	110.056	1.33781	0.103981	0.509752
2781	82.0047	1.37983	0.12058	0.647444
2782	82.5378	1.345	0.119458	0.656989
2783	94.0613	1.33427	0.142074	0.586068
2784	94.0613	1.33427	0.142074	0.586068
2785	85.9872	1.34619	0.196636	0.594005
2786	85.9872	1.34619	0.196636	0.594005
2787	109.536	1.30423	0.169183	0.525399
2788	75.6239	1.39608	0.199932	0.608621
2789	75.6239	1.39608	0.199932	0.608621
2790	100.671	1.35759	0.122006	0.510265
2791	100.671	1.35759	0.122006	0.510265
2792	91.2445	1.35189	0.173066	0.529856
2793	84.1685	1.32791	0.264954	0.593821
2794	92.0921	1.3304	0.234136	0.546523
2795	89.6863	1.36425	0.213826	0.621425
2796	81.7293	1.32057	0.200098	0.640287
2797	81.7293	1.32057	0.200098	0.640287
2798	81.7293	1.32057	0.200098	0.640287
2799	81.7293	1.32057	0.200098	0.640287
2800	91.1181	1.36298	0.175018	0.570687
2801	91.1181	1.36298	0.175018	0.570687
2802	111.71	1.33663	0.232666	0.509635
2803	99.4368	1.25279	0.157738	0.628211
2804	99.2528	1.26648	0.15308	0.648349
2805	98.9067	1.27465	0.143963	0.629369
2806	98.9067	1.27465	0.143963	0.629369
2807	98.9067	1.27465	0.143963	0.629369
2808	98.9067	1.27465	0.143963	0.629369
2809	105.755	1.2916	0.188032	0.569623
2810	93.8008	1.39679	0.18213	0.526159
2811	81.9524	1.44822	0.20791	0.514435
2812	85.1034	1.432	0.279955	0.532116
2813	85.1034	1.432	0.279955	0.532116
2814	77.2935	1.42668	0.182196	0.63466
2815	85.2943	1.32723	0.150419	0.645008
2816	85.2943	1.32723	0.150419	0.645008
2817	63.1994	1.36301	0.207807	0.6758
2818	62.0914	1.35356	0.298397	0.661576
2819	78.8156	1.43616	0.351182	0.494013
2820	83.3326	1.28896	0.175893	0.744357
2821	93.5143	1.31197	0.256273	0.54869
2822	80.4245	1.35013	0.193113	0.621103
2823	104.416	1.33329	0.16173	0.540051
2824	104.416	1.33329	0.16173	0.540051
2825	86.8266	1.36698	0.178247	0.621821
2826	102.436	1.35127	0.152247	0.530551
2827	74.1307	1.35767	0.140576	0.671386
2828	74.1307	1.35767	0.140576	0.671386
2829	74.1307	1.35767	0.140576	0.671386
2830	74.1307	1.35767	0.140576	0.671386
2831	74.1307	1.35767	0.140576	0.671386
2832	74.1307	1.35767	0.140576	0.671386
2833	74.1307	1.35767	0.140576	0.671386
2834	74.1307	1.35767	0.140576	0.671386
2835	76.5946	1.36099	0.159577	0.72464
2836	79.1872	1.34108	0.165781	0.706282
2837	69.012	1.41779	0.213958	0.641576
2838	65.4702	1.42499	0.264196	0.688219
2839	70.0106	1.42922	0.175006	0.635721
2840	119.419	1.35944	0.144858	0.452814
2841	105.791	1.34926	0.160396	0.52336
2842	104.109	1.38594	0.135402	0.454709
2843	95.3113	1.36816	0.139121	0.545398
2844	71.7902	1.39462	0.232416	0.602492
2845	71.7902	1.39462	0.232416	0.602492
2846	71.7902	1.39462	0.232416	0.602492
2847	71.7902	1.39462	0.232416	0.602492
2848	73.0063	1.36772	0.262942	0.602757
2849	99.2954	1.31346	0.209538	0.543134
2850	95.1497	1.31868	0.174279	0.53513
2851	116.223	1.36387	0.172204	0.446351
2852	92.813	1.36931	0.140635	0.51991
2853	101.251	1.39274	0.171025	0.493142
2854	83.5805	1.33776	0.283746	0.62537
2855	97.4429	1.34137	0.278263	0.583978
2856	78.7961	1.29915	0.365387	0.622002
2857	87.1411	1.31588	0.30292	0.605992
2858	110.892	1.31777	0.179693	0.527013
2859	134.52	1.32552	0.215904	0.45415
2860	98.8043	1.30952	0.156166	0.608339
2861	118.199	1.36534	0.147672	0.43181
2862	110.001	1.33799	0.145689	0.503935
2863	110.001	1.33799	0.145689	0.503935
2864	78.5349	1.31587	0.158559	0.655899
2865	76.2792	1.33489	0.145947	0.65891
2866	76.2792	1.33489	0.145947	0.65891
2867	96.1672	1.31629	0.167457	0.611007
2868	96.1672	1.31629	0.167457	0.611007
2869	96.1672	1.31629	0.167457	0.611007
2870	82.203	1.27664	0.164547	0.701479
2871	90.9982	1.29328	0.166591	0.62127
2872	62.1928	1.39231	0.230162	0.719897
2873	65.6698	1.36865	0.169233	0.67529
2874	77.2108	1.35212	0.115823	0.646871
2875	74.6423	1.37339	0.147257	0.621105
2876	74.6423	1.37339	0.147257	0.621105
2877	72.0473	1.36828	0.158896	0.665136
2878	80.9194	1.37755	0.144069	0.640363
2879	82.8073	1.34173	0.203889	0.619806
2880	82.8073	1.34173	0.203889	0.619806
2881	82.8073	1.34173	0.203889	0.619806
2882	85.3316	1.36381	0.194213	0.570244
2883	85.3316	1.36381	0.194213	0.570244
2884	85.3316	1.36381	0.194213	0.570244
2885	96.8152	1.40266	0.269293	0.501313
2886	101.639	1.32987	0.396988	0.469212
2887	72.6818	1.36905	0.396311	0.597111
2888	70.0454	1.44321	0.372278	0.601099
2889	78.1172	1.3853	0.346906	0.605376
2890	73.6853	1.35526	0.218356	0.622876
2891	73.6853	1.35526	0.218356	0.622876
2892	91.6877	1.33191	0.165425	0.55224
2893	91.6877	1.33191	0.165425	0.55224
2894	114.514	1.29103	0.153765	0.527963
2895	79.1781	1.34849	0.214471	0.591048
2896	85.0251	1.36804	0.155929	0.618887
2897	84.013	1.39841	0.184772	0.606746
2898	121.349	1.36735	0.184581	0.4136
2899	68.5613	1.40354	0.234982	0.646002
2900	82.2508	1.32511	0.200546	0.671113
2901	61.6629	1.40084	0.215539	0.683454
2902	107.632	1.36958	0.190856	0.504908
2903	114.424	1.29064	0.197442	0.52347
2904	114.424	1.29064	0.197442	0.52347
2905	114.424	1.29064	0.197442	0.52347
2906	100.806	1.32788	0.209059	0.568754
2907	106.368	1.31146	0.140888	0.521821
2908	71.1685	1.38673	0.228084	0.659939
2909	78.687	1.36697	0.159777	0.650184
2910	61.1393	1.37426	0.126803	0.755821
2911	86.2548	1.35745	0.224685	0.646724
2912	62.117	1.38266	0.201703	0.700246
2913	62.117	1.38266	0.201703	0.700246
2914	81.344	1.40943	0.126624	0.585741
2915	77.6707	1.39835	0.207129	0.619438
2916	93.5821	1.35261	0.176282	0.54984
2917	86.3889	1.38486	0.18476	0.567603
2918	95.1414	1.32594	0.173584	0.601621
2919	93.7034	1.33329	0.172689	0.594267
2920	93.7034	1.33329	0.172689	0.594267
2921	93.7034	1.33329	0.172689	0.594267
2922	83.5294	1.31194	0.180982	0.692998
2923	103.617	1.30046	0.218793	0.564516
2924	76.4764	1.39823	0.206387	0.624453
2925	81.9072	1.30585	0.202066	0.659547
2926	89.9899	1.38839	0.170956	0.573721
2927	106.093	1.39184	0.118325	0.438242
2928	106.093	1.39184	0.118325	0.438242
2929	106.093	1.39184	0.118325	0.438242
2930	72.2211	1.40319	0.215825	0.555181
2931	82.8523	1.31381	0.221122	0.641939
2932	96.5818	1.29708	0.191986	0.596118
2933	93.4191	1.31322	0.216848	0.576468
2934	93.4191	1.31322	0.216848	0.576468
2935	93.4191	1.31322	0.216848	0.576468
2936	93.4191	1.31322	0.216848	0.576468
2937	93.4191	1.31322	0.216848	0.576468
2938	70.9555	1.35261	0.173639	0.709374
2939	70.9555	1.35261	0.173639	0.709374
2940	79.8805	1.3779	0.223337	0.586838
2941	90.4011	1.39678	0.212762	0.55746
2942	124.32	1.31906	0.120897	0.464079
2943	124.32	1.31906	0.120897	0.464079
2944	124.32	1.31906	0.120897	0.464079
2945	135.427	1.24692	0.159585	0.489598
2946	135.427	1.24692	0.159585	0.489598
2947	135.427	1.24692	0.159585	0.489598
2948	158.886	1.31839	0.156019	0.356181
2949	90.5299	1.40337	0.17473	0.474142
2950	91.859	1.30338	0.156638	0.586975
2951	83.4107	1.35385	0.134334	0.65915
2952	89.2954	1.30418	0.18944	0.667954
2953	89.2954	1.30418	0.18944	0.667954
2954	82.6308	1.31436	0.258948	0.596368
2955	132.289	1.36691	0.147999	0.396833
2956	132.289	1.36691	0.147999	0.396833
2957	120.451	1.32754	0.130406	0.48487
2958	98.5486	1.31644	0.266948	0.605753
2959	120.581	1.32066	0.288678	0.445224
2960	142.496	1.26584	0.341114	0.430902
2961	70.6764	1.45739	0.438613	0.533598
2962	65.0313	1.44543	0.460856	0.556778
2963	142.482	1.16392	0.42825	0.574481
2964	132.804	1.19878	0.371877	0.56467
2965	99.5143	1.29081	0.358409	0.555605
2966	117.873	1.35472	0.368398	0.408192
2967	79.0903	1.35834	0.338451	0.543438
2968	72.7236	1.33608	0.3188	0.606731
2969	52.7355	1.44546	0.364111	0.700494
2970	76.4648	1.44465	0.369875	0.509397
2971	90.3112	1.38374	0.175799	0.544911
2972	89.7705	1.35023	0.127238	0.559036
2973	89.7705	1.35023	0.127238	0.559036
2974	89.7705	1.35023	0.127238	0.559036
2975	89.7705	1.35023	0.127238	0.559036
2976	89.7705	1.35023	0.127238	0.559036
2977	107.235	1.33515	0.207578	0.489696
2978	81.4298	1.31786	0.192665	0.664667
2979	103.802	1.30455	0.19096	0.620509
2980	100.972	1.26985	0.120114	0.613552
2981	104.769	1.23537	0.216268	0.661469
2982	96.1958	1.29863	0.232196	0.557702
2983	96.1958	1.29863	0.232196	0.557702
2984	83.9505	1.34503	0.264348	0.608413
2985	93.9183	1.35961	0.147468	0.496926
2986	75.6489	1.38003	0.123774	0.615438
2987	91.6925	1.3029	0.164433	0.632526
2988	71.8804	1.36235	0.145586	0.638563
2989	99	1.27415	0.201295	0.598397
2990	78.5426	1.36993	0.186138	0.624811
2991	71.5096	1.39513	0.202135	0.665837
2992	71.5096	1.39513	0.202135	0.665837
2993	71.5096	1.39513	0.202135	0.665837
2994	84.0451	1.40393	0.168347	0.51473
2995	116.931	1.34565	0.140458	0.451731
2996	125.833	1.38543	0.153893	0.388241
2997	125.833	1.38543	0.153893	0.388241
2998	125.833	1.38543	0.153893	0.388241
2999	121.513	1.30585	0.194671	0.508841
3000	96.1381	1.32759	0.220389	0.622072
3001	84.0748	1.29701	0.177128	0.748033
3002	126.756	1.32916	0.147323	0.444076
3003	126.756	1.32916	0.147323	0.444076
3004	142.244	1.32985	0.141111	0.379477
3005	142.244	1.32985	0.141111	0.379477
3006	121.071	1.34564	0.124171	0.437421
3007	124.578	1.34942	0.106779	0.415851
3008	109.345	1.36135	0.157791	0.457572
3009	75.8569	1.35126	0.143133	0.623922
3010	85.0819	1.33816	0.247396	0.608685
3011	96.2847	1.37604	0.13223	0.490469
3012	98.9844	1.36915	0.112878	0.502638
3013	90.9292	1.28846	0.189253	0.647434
3014	90.9292	1.28846	0.189253	0.647434
3015	90.9292	1.28846	0.189253	0.647434
3016	94.7294	1.32449	0.178205	0.581612
3017	94.7294	1.32449	0.178205	0.581612
3018	87.5328	1.35911	0.15691	0.568419
3019	78.5872	1.3654	0.146735	0.634384
3020	78.5872	1.3654	0.146735	0.634384
3021	88.9661	1.29302	0.193547	0.678191
3022	98.1149	1.31069	0.238302	0.619312
3023	102.925	1.35409	0.241956	0.495252
3024	75.1318	1.34417	0.136641	0.670402
3025	68.2405	1.33129	0.211348	0.690368
3026	75.4317	1.35149	0.324915	0.595433
3027	75.4317	1.35149	0.324915	0.595433
3028	75.4615	1.3448	0.252262	0.644198
3029	82.6195	1.3864	0.190944	0.617272
3030	89.7556	1.38383	0.134297	0.551003
3031	89.7556	1.38383	0.134297	0.551003
3032	82.9779	1.33798	0.155535	0.602556
3033	82.9711	1.33885	0.169911	0.639973
3034	82.9711	1.33885	0.169911	0.639973
3035	82.9711	1.33885	0.169911	0.639973
3036	82.9711	1.33885	0.169911	0.639973
3037	78.2567	1.29258	0.202856	0.767273
3038	98.0871	1.29692	0.230139	0.609936
3039	102.569	1.33088	0.195435	0.552539
3040	102.569	1.33088	0.195435	0.552539
3041	105.858	1.31349	0.1597	0.543771
3042	86.9536	1.38106	0.17665	0.54511
3043	86.9536	1.38106	0.17665	0.54511
3044	86.9536	1.38106	0.17665	0.54511
3045	116.621	1.372	0.131293	0.453603
3046	107.332	1.34008	0.122684	0.506507
3047	107.332	1.34008	0.122684	0.506507
3048	86.6237	1.35367	0.13378	0.600626
3049	86.6237	1.35367	0.13378	0.600626
3050	86.6237	1.35367	0.13378	0.600626
3051	86.6237	1.35367	0.13378	0.600626
3052	86.6237	1.35367	0.13378	0.600626
3053	86.6237	1.35367	0.13378	0.600626
3054	95.0494	1.35487	0.148037	0.528088
3055	115.615	1.34635	0.193735	0.484366
3056	97.0774	1.37651	0.176359	0.50813
3057	97.0774	1.37651	0.176359	0.50813
3058	87.1563	1.34079	0.257101	0.534571
3059	84.4681	1.3985	0.187375	0.561547
3060	84.4681	1.3985	0.187375	0.561547
3061	84.4681	1.3985	0.187375	0.561547
3062	85.8939	1.33702	0.163794	0.672508
3063	65.2242	1.33751	0.212763	0.744742
3064	62.9804	1.44741	0.196854	0.651701
3065	88.8722	1.36534	0.194247	0.550707
3066	88.8722	1.36534	0.194247	0.550707
3067	88.8722	1.36534	0.194247	0.550707
3068	120.745	1.30824	0.156607	0.488177
3069	120.745	1.30824	0.156607	0.488177
3070	120.745	1.30824	0.156607	0.488177
3071	102.85	1.31754	0.110924	0.533727
3072	103.196	1.37465	0.13587	0.447274
3073	91.3706	1.26468	0.255211	0.634175
3074	98.5857	1.2938	0.155395	0.564308
3075	116.492	1.31811	0.146177	0.469167
3076	112.848	1.30915	0.126235	0.485384
3077	93.2593	1.3731	0.129781	0.560081
3078	93.2593	1.3731	0.129781	0.560081
3079	93.2593	1.3731	0.129781	0.560081
3080	94.5231	1.38791	0.271938	0.482179
3081	76.5994	1.43868	0.261936	0.587561
3082	92.3801	1.42252	0.133131	0.486967
3083	75.1651	1.37072	0.137814	0.648672
3084	103.007	1.25843	0.211669	0.57766
3085	55.5752	1.40719	0.306476	0.709645
3086	66.6139	1.37043	0.313999	0.612281
3087	84.725	1.3387	0.319549	0.553252
3088	113.313	1.23157	0.285426	0.517894
3089	80.3718	1.33138	0.338795	0.573229
3090	96.136	1.26489	0.351102	0.574824
3091	71.2842	1.38564	0.36445	0.584047
3092	61.6444	1.40272	0.312429	0.565641
3093	77.2467	1.3851	0.107762	0.612187
3094	77.2467	1.3851	0.107762	0.612187
3095	77.2467	1.3851	0.107762	0.612187
3096	67.9647	1.40317	0.135465	0.630421
3097	65.8249	1.35718	0.188557	0.706101
3098	74.6218	1.31718	0.209979	0.717597
3099	83.5126	1.28929	0.154068	0.733761
3100	62.3318	1.33668	0.224961	0.835285
3101	72.5737	1.33368	0.240132	0.823374
3102	123.793	1.249	0.310441	0.569447
3103	135.99	1.19432	0.240779	0.577397
3104	141.522	1.2131	0.245941	0.507818
3105	141.522	1.2131	0.245941	0.507818
3106	144.021	1.20162	0.283639	0.556971
3107	140.098	1.17335	0.261184	0.571012
3108	132.005	1.24443	0.20481	0.439153
3109	114.434	1.3307	0.185039	0.505289
3110	75.8043	1.37434	0.204097	0.587483
3111	75.8043	1.37434	0.204097	0.587483
3112	111.832	1.36905	0.198144	0.422517
3113	128.869	1.42817	0.160011	0.332878
3114	120.641	1.34548	0.181271	0.477444
3115	142.633	1.37945	0.161419	0.354285
3116	142.633	1.37945	0.161419	0.354285
3117	142.904	1.34733	0.137486	0.344464
3118	142.904	1.34733	0.137486	0.344464
3119	142.904	1.34733	0.137486	0.344464
